0.000000000000000000e+00,1.298701298701298690e+01,1.000656414478219292e+00
0.000000000000000000e+00,1.082251082251082153e+01,1.001698395520058904e+00
0.000000000000000000e+00,9.018759018759018531e+00,1.002121226402262089e+00
0.000000000000000000e+00,7.515406583496167414e+00,1.002227620758757043e+00
0.000000000000000000e+00,6.262917266862904953e+00,1.002466201190595374e+00
0.000000000000000000e+00,5.219206680584551172e+00,1.002499026347123401e+00
0.000000000000000000e+00,4.349338900487126125e+00,1.002384196990704801e+00
0.000000000000000000e+00,3.624501631025734305e+00,1.002105218469059755e+00
9.969486348916095642e-01,1.298701298701298690e+01,1.000299399736942929e+00
9.969486348916095642e-01,1.082251082251082153e+01,1.002704973326002724e+00
9.969486348916095642e-01,9.018759018759018531e+00,1.004065346224954913e+00
9.969486348916095642e-01,7.515406583496167414e+00,1.004678751307419127e+00
9.969486348916095642e-01,6.262917266862904953e+00,1.005020515687637506e+00
9.969486348916095642e-01,5.219206680584551172e+00,1.004592348605044316e+00
9.969486348916095642e-01,4.349338900487126125e+00,1.004658124956696374e+00
9.969486348916095642e-01,3.624501631025734305e+00,1.004155906688015465e+00
2.000127734960110537e+00,1.298701298701298690e+01,9.996924430545940377e-01
2.000127734960110537e+00,1.082251082251082153e+01,1.006347386540396460e+00
2.000127734960110537e+00,9.018759018759018531e+00,1.009368125939683170e+00
2.000127734960110537e+00,7.515406583496167414e+00,1.010845014996414326e+00
2.000127734960110537e+00,6.262917266862904953e+00,1.011186744027103179e+00
2.000127734960110537e+00,5.219206680584551172e+00,1.010808675797411516e+00
2.000127734960110537e+00,4.349338900487126125e+00,1.009928042093604539e+00
2.000127734960110537e+00,3.624501631025734305e+00,1.009114679372911549e+00
3.000222178826843056e+00,1.298701298701298690e+01,1.001193775661825214e+00
3.000222178826843056e+00,1.082251082251082153e+01,1.016957041423096175e+00
3.000222178826843056e+00,9.018759018759018531e+00,1.024667790756393915e+00
3.000222178826843056e+00,7.515406583496167414e+00,1.029553706190018625e+00
3.000222178826843056e+00,6.262917266862904953e+00,1.029149994935019574e+00
3.000222178826843056e+00,5.219206680584551172e+00,1.026658379334552507e+00
3.000222178826843056e+00,4.349338900487126125e+00,1.024585366985881763e+00
3.000222178826843056e+00,3.624501631025734305e+00,1.021566259159111034e+00
3.401197381662155461e+00,1.298701298701298690e+01,1.006565038864362549e+00
3.401197381662155461e+00,1.082251082251082153e+01,1.026735500607493190e+00
3.401197381662155461e+00,9.018759018759018531e+00,1.038294041688579306e+00
3.401197381662155461e+00,7.515406583496167414e+00,1.043200286945518807e+00
3.401197381662155461e+00,6.262917266862904953e+00,1.043539979817414531e+00
3.401197381662155461e+00,5.219206680584551172e+00,1.040547660455710899e+00
3.401197381662155461e+00,4.349338900487126125e+00,1.037194209346483875e+00
3.401197381662155461e+00,3.624501631025734305e+00,1.032606601411647285e+00
4.000033882750859249e+00,1.298701298701298690e+01,1.034708758623706926e+00
4.000033882750859249e+00,1.082251082251082153e+01,1.060889242643294761e+00
4.000033882750859249e+00,9.018759018759018531e+00,1.073431559745548380e+00
4.000033882750859249e+00,7.515406583496167414e+00,1.079921779627024625e+00
4.000033882750859249e+00,6.262917266862904953e+00,1.078025466034835622e+00
4.000033882750859249e+00,5.219206680584551172e+00,1.073142221630660309e+00
4.000033882750859249e+00,4.349338900487126125e+00,1.066133973253418077e+00
4.000033882750859249e+00,3.624501631025734305e+00,1.058532196988599461e+00
4.999911330733279868e+00,1.298701298701298690e+01,1.268116324190922795e+00
4.999911330733279868e+00,1.082251082251082153e+01,1.260194325665919379e+00
4.999911330733279868e+00,9.018759018759018531e+00,1.247065756333314512e+00
4.999911330733279868e+00,7.515406583496167414e+00,1.234274959976473296e+00
4.999911330733279868e+00,6.262917266862904953e+00,1.216536473031998300e+00
4.999911330733279868e+00,5.219206680584551172e+00,1.196562995800020346e+00
4.999911330733279868e+00,4.349338900487126125e+00,1.175415956102744408e+00
4.999911330733279868e+00,3.624501631025734305e+00,1.155240455311826731e+00
5.999928625520110970e+00,1.298701298701298690e+01,2.005715126171319085e+00
5.999928625520110970e+00,1.082251082251082153e+01,1.894717079276349025e+00
5.999928625520110970e+00,9.018759018759018531e+00,1.793825748970277578e+00
5.999928625520110970e+00,7.515406583496167414e+00,1.699070595662325989e+00
5.999928625520110970e+00,6.262917266862904953e+00,1.611614469756041501e+00
5.999928625520110970e+00,5.219206680584551172e+00,1.532567803599653944e+00
5.999928625520110970e+00,4.349338900487126125e+00,1.462725568759231987e+00
5.999928625520110970e+00,3.624501631025734305e+00,1.400061970848784920e+00
