,Zeolite,Meta-learning T_max,Meta-learning Delta_n,Langmuir T_max,Langmuir Delta_n,Sips T_max,Sips Delta_n,Quadratic T_max,Quadratic Delta_n,DSL T_max,DSL Delta_n
32,BEC-0,82.03750000000053,9.474914538192726,84.70000000000056,12.059794601007226,75.70000000000044,10.976455946060916,92.40000000000067,9.390852929671865,92.50000000000068,9.056955551418874
33,BIK-0,93.53750000000069,7.9596143124183385,94.1000000000007,9.30975934469814,91.90000000000066,8.616991887765302,96.00000000000072,7.686567135118695,98.60000000000076,7.889059831320636
34,BOF-0,115.500000000001,5.429634635472862,108.7000000000009,7.285710232973537,95.70000000000073,6.256045392277848,124.30000000000112,5.773440391684191,123.60000000000112,5.827496599196808
35,BOG-0,88.63750000000061,8.787629017386163,91.20000000000066,10.905969037782992,85.00000000000057,9.869689416844146,96.90000000000074,8.500191813984893,98.20000000000076,8.962067622966778
36,BOZ-0,82.70000000000054,11.399004811556091,84.00000000000055,13.988777782194108,78.50000000000048,12.888404946373683,91.20000000000066,11.656649961244906,90.90000000000066,11.593289030621943
37,BPH-0,84.82500000000056,9.872433065875576,87.2000000000006,12.197184312740873,81.20000000000051,11.165259642510875,95.00000000000071,9.500095876857609,94.80000000000071,9.986931663488287
38,BRE-0,71.76250000000039,6.597115747070726,93.7000000000007,8.58358845050536,77.60000000000046,7.325527760740721,68.90000000000035,7.136599620939867,68.80000000000034,8.214468949705026
39,BSV-0,104.22500000000083,7.508397272749495,102.70000000000081,9.362812832442556,98.10000000000076,8.138251453328936,87.80000000000061,7.27070705381586,109.80000000000092,7.5317369562361405
40,CAS-0,129.51250000000118,5.645240823310926,129.7000000000012,5.489261440957427,130.2000000000012,5.727535925675645,130.8000000000012,5.691659919685725,129.7000000000012,5.489260964120269
41,CDO-0,65.88750000000029,5.99020748808982,95.30000000000072,7.786489418609446,80.80000000000051,6.810155957598797,110.20000000000093,5.800371954500134,64.40000000000028,7.470892431518688
42,CFI-0,80.16250000000049,10.132573820541163,81.20000000000051,12.121630949883922,76.50000000000045,11.01557779307553,75.00000000000043,10.681140909148223,73.0000000000004,10.93247226488199
43,CGF-0,121.3125000000011,5.002416763698552,113.20000000000097,6.279151356652642,105.40000000000086,5.373432590082203,85.90000000000057,5.05251048797862,124.60000000000113,5.133847738700156
44,CGS-0,93.22500000000069,8.000694629578557,95.40000000000072,10.086316140156123,89.60000000000063,8.791358695991606,81.90000000000052,8.052977954905552,81.1000000000005,8.287934788897068
45,CON-0,92.27500000000069,9.055887509546237,91.20000000000066,11.318652524721468,84.80000000000057,10.20092657766618,96.30000000000072,8.816587862530973,97.80000000000075,9.041420054546164
46,CSV-0,94.86250000000071,8.9358485408605,94.0000000000007,11.03521903774916,88.40000000000062,9.922505883030496,98.70000000000076,8.620395195122548,100.9000000000008,9.090152469653205
47,CZP-0,117.07500000000105,8.546840682676763,117.50000000000102,8.378816194707383,117.40000000000103,8.321208434343134,117.20000000000103,8.336143446020095,116.70000000000101,8.31000953342798
48,DAC-0,124.27500000000113,6.428264224510473,112.80000000000096,8.244211385827748,105.30000000000086,7.088484857803056,123.80000000000112,7.038798377250622,124.90000000000114,6.876965893441719
49,DDR-0,119.05000000000105,6.9336340076333896,111.60000000000095,8.629618640837489,106.40000000000087,7.48186265926007,122.0000000000011,6.544527434883156,123.00000000000111,6.817548978590964
50,DFO-0,87.48750000000061,10.040135205220002,87.4000000000006,12.45931394636304,81.30000000000052,11.33761535267197,93.20000000000068,9.726552590242528,94.2000000000007,10.003717505970581
51,DFT-0,130.3375000000012,7.348542361942557,130.8000000000012,7.201155178017024,131.30000000000123,7.5536596039376525,131.70000000000124,7.526159235421507,130.8000000000012,7.201151840156917
52,DOH-0,138.5625000000013,6.651983921925602,127.30000000000118,7.724002456787337,122.4000000000011,6.8120941519450895,142.9000000000014,6.0351348740564,138.60000000000133,6.697058519734447
53,DON-0,84.35000000000056,7.574065510467267,86.40000000000059,8.764483685254227,81.70000000000053,8.228230747147322,67.70000000000033,7.376747727870599,91.20000000000066,7.574471845400179
54,EAB-0,99.70000000000076,7.834733670445184,98.10000000000076,10.468031555105059,89.70000000000064,8.975247347993598,70.30000000000035,8.206614499700198,70.60000000000036,8.269285934793047
55,EDI-0,90.80000000000065,7.011304370367951,104.60000000000085,7.954742697377734,65.20000000000029,8.025222408937175,119.20000000000105,6.439587471039702,126.70000000000115,5.878521522548503
56,EEI-0,95.37500000000072,7.072138632525612,96.30000000000072,8.442119059125211,92.30000000000067,7.588890128857138,90.90000000000066,7.177646292279658,89.70000000000064,7.207011187715278
57,EMT-0,78.81250000000048,11.674834688776887,78.50000000000048,13.909827332543117,73.70000000000041,13.06308338013013,74.90000000000043,11.683857224446916,80.0000000000005,11.653573402718608
58,EON-0,85.13750000000056,7.489136360500486,92.90000000000069,10.065247099893087,83.60000000000055,8.753658396733723,65.50000000000028,8.204563166295493,67.40000000000032,8.516525088096948
59,EPI-0,125.61250000000116,6.535356014333392,119.10000000000105,7.405509479070489,117.60000000000103,6.962267161602267,120.60000000000107,6.631416580541216,122.1000000000011,7.091639146143446
60,ERI-0,93.80000000000071,8.044050129769559,93.7000000000007,10.471876471593006,85.70000000000059,9.179054783788004,68.60000000000034,8.343228546541923,69.60000000000035,8.53429270813281
61,ESV-0,108.30000000000088,7.360203284280975,104.40000000000084,9.457676258546869,99.20000000000077,8.122632737566628,82.30000000000052,7.168699627760699,113.70000000000098,7.637850352485449
62,ETL-0,97.73750000000076,7.534093497668007,98.30000000000075,9.856620101660218,93.40000000000069,8.523179427421836,75.30000000000044,7.502532261729721,107.30000000000089,7.705743628768752
63,ETR-0,89.72500000000063,9.177994957467426,89.50000000000063,11.29406909565766,83.60000000000055,10.251271826756916,97.60000000000075,8.76534342713361,97.70000000000076,9.056685381280486
64,EUO-0,93.8500000000007,7.697597875051334,94.7000000000007,9.395933473966947,89.30000000000064,8.377024512769662,81.90000000000052,7.668373024027867,95.30000000000072,7.634318283660716
65,EWS-0,100.9000000000008,7.0115848397506655,97.90000000000074,9.244251413377729,89.20000000000063,8.08154525186262,109.80000000000092,6.962380514738338,108.7000000000009,7.2476319248680685
66,EZT-0,97.55000000000076,6.436595585030844,97.00000000000074,8.482453992650191,86.9000000000006,7.503186336143385,109.60000000000092,6.4933975590956905,108.50000000000091,6.671159317933579
67,FAR-0,88.6875000000006,6.377776321589872,99.80000000000078,8.944213116539983,88.40000000000062,7.458148506931862,71.10000000000036,7.178854441291681,99.20000000000077,9.017071004320778
68,FAU-0,76.58750000000046,12.058612266265133,76.20000000000044,14.344122325295544,72.10000000000039,13.556020312717,72.60000000000039,12.326472804517794,68.80000000000034,12.556934827237985
69,FER-0,112.91250000000096,6.115814660913178,105.50000000000085,8.076774940638295,96.70000000000073,6.929133681465207,71.00000000000037,6.59832923172327,118.50000000000105,6.350349697856057
70,FRA-0,116.72500000000102,6.452897056552,106.30000000000086,8.73934880627469,96.60000000000073,7.439071179880861,65.50000000000028,7.34242394128939,120.90000000000109,6.847624921888038
71,GIS-0,99.75000000000077,7.859472404679968,97.90000000000074,10.938766641649213,89.20000000000063,9.234168905274485,69.60000000000035,8.571969042513913,97.50000000000074,11.010667368045954
72,GIU-0,97.12500000000074,6.718942064045775,99.50000000000077,9.192455732607483,90.90000000000066,7.745811594556269,72.5000000000004,7.270698080343385,73.2000000000004,7.348015943463716
73,GME-0,81.1375000000005,9.486241924561726,89.20000000000063,12.580901521699046,81.00000000000051,11.146528747303401,98.60000000000076,9.689178277670734,88.50000000000063,12.671360023911527
74,GON-0,100.9500000000008,5.285036351679981,101.10000000000079,6.356150029993907,94.90000000000072,5.744450101574305,81.30000000000052,5.372607332270968,107.20000000000088,5.534066313650403
75,GOO-0,68.56250000000033,5.183087855696182,99.60000000000078,6.623616380828691,86.60000000000059,5.842065654740601,114.40000000000099,5.05443419064946,61.600000000000236,6.490899088263912
76,HEU-0,117.13750000000105,5.6485457860098895,111.30000000000095,7.353063269735346,102.00000000000081,6.364805817569705,121.60000000000109,6.318001310655355,121.50000000000108,6.340768672772983
77,IFO-0,83.11250000000054,8.839267662405351,84.20000000000056,10.499543110110418,79.00000000000048,9.709532191437413,70.60000000000036,8.780795830117754,90.30000000000064,9.510584145250514
78,IFR-0,97.32500000000074,7.750619668627119,95.90000000000072,9.858388588961274,88.60000000000062,8.726763719321108,68.20000000000033,7.9079860277025675,104.30000000000084,7.842313150169295
79,IFW-0,91.81250000000068,9.01918730694171,91.40000000000066,10.926592216933324,86.5000000000006,9.952659320239528,90.50000000000065,8.823144738806679,96.60000000000073,9.134889127268556
80,IFY-0,104.06250000000084,8.353326874392245,101.70000000000081,10.742524767309515,96.50000000000074,9.276072351389724,80.0000000000005,8.112091430977886,110.20000000000093,8.705973455964978
81,IHW-0,79.6750000000005,6.6572347306218935,92.60000000000068,8.870688158763667,81.70000000000053,7.710740837021589,66.50000000000031,7.42799681823165,67.70000000000033,7.862570405482904
82,IMF-0,108.93750000000091,6.40609658013078,104.20000000000084,8.001968894913878,97.90000000000074,7.106276197465863,75.20000000000043,6.411977336081108,112.70000000000095,6.771128178881033
83,IRN-0,94.3250000000007,9.770997372148273,94.1000000000007,11.995429720522115,89.10000000000062,10.777596757830196,97.00000000000074,9.465410402104537,100.30000000000078,10.085387124818677
84,IRR-0,70.72500000000038,13.33988283026866,69.00000000000034,16.175054933663045,65.50000000000028,15.642680193578208,45.0,12.941233014982577,45.0,13.204676961820956
85,IRY-0,72.01250000000039,14.59738285291358,70.90000000000038,17.47996854911672,68.00000000000033,16.897222220846142,73.6000000000004,14.20800298641979,76.40000000000045,14.571919240830773
86,ISV-0,78.83750000000046,9.955920596376565,83.60000000000055,12.637463194859944,75.30000000000044,11.483316677928451,88.50000000000063,9.880641945298246,60.100000000000215,10.808903578257219
87,ITE-0,98.96250000000076,8.336421701640614,96.70000000000073,10.71639326017004,89.70000000000064,9.477008784456,108.1000000000009,8.188104204697702,105.20000000000086,8.864594993902477
88,ITG-0,92.22500000000065,8.22950207113831,92.50000000000068,10.361196731838795,85.60000000000058,9.270783771380367,98.60000000000076,8.00237732094466,99.80000000000078,8.258337223900822
89,ITH-0,101.9125000000008,6.974622001414267,100.30000000000078,8.628250016969556,94.6000000000007,7.686156961895952,76.80000000000045,6.8516371491840165,107.90000000000089,7.179748098059868
90,ITR-0,100.8875000000008,7.035591225518759,98.90000000000077,8.93437519879939,92.20000000000067,7.897661117528113,69.10000000000034,7.23362387860495,107.40000000000089,7.355468428968051
91,ITT-0,75.58750000000046,11.779754788281126,73.6000000000004,14.359500827301138,68.80000000000034,13.703383916288278,81.40000000000052,11.271406330070278,81.30000000000052,10.963071208995212
92,ITW-0,113.42500000000099,8.652786871130973,112.50000000000097,9.260367717711766,112.00000000000095,9.007757653051828,112.20000000000095,8.951082511350432,112.60000000000096,8.959519112269577
93,IWR-0,86.51250000000059,9.036994962254914,89.30000000000064,11.569402080060922,81.50000000000051,10.38687390340706,96.70000000000073,8.916760710884152,96.90000000000074,8.994327193776153
94,IWS-0,82.67500000000051,10.290953925193516,84.20000000000056,12.537944713809148,78.40000000000047,11.55909931837692,88.10000000000062,9.928200558244846,89.90000000000063,10.119056894159426
95,IWV-0,82.55000000000051,10.068603095084336,84.60000000000056,12.229124003226879,79.10000000000048,11.315090704462477,90.00000000000064,9.642177748641174,91.10000000000065,10.013633372585549
96,IWW-0,79.53750000000049,7.9422971548716035,89.10000000000062,10.424804971636348,79.20000000000049,9.277002415829541,97.50000000000074,7.968632742038874,62.60000000000025,9.10012670441292
97,JBW-0,101.9625000000008,8.42550534042691,101.4000000000008,9.518830580084282,99.90000000000077,8.796254656301247,100.8000000000008,8.318626127037975,102.90000000000083,8.36430944850841
98,JNT-0,124.97500000000116,4.8814908583288315,124.00000000000112,4.845237060872392,124.40000000000113,4.946244671768888,124.90000000000114,4.9211775194945755,124.00000000000112,4.8452368224538125
99,JOZ-0,102.78750000000082,5.911987825130169,100.00000000000078,7.950021274054766,90.00000000000064,6.985041308364075,113.00000000000097,6.213467870107372,112.90000000000097,6.231671614991763
100,JRY-0,115.72500000000102,6.725647666029718,109.80000000000092,8.335580454466122,104.90000000000086,7.271392765866335,118.60000000000105,6.343199988411207,119.00000000000105,7.003489596473669
101,JSR-0,86.02500000000056,12.327839981991913,85.20000000000057,14.51868317324595,81.90000000000052,13.660516178172154,86.00000000000058,12.019118494724953,90.40000000000065,12.703770143229615
102,JST-0,100.6625000000008,11.785931046358694,100.40000000000079,13.213208152443528,99.40000000000077,12.580816727013897,99.80000000000078,12.301384652031926,102.40000000000082,12.621274906642038
103,JSW-0,85.42500000000058,6.619511590635799,93.50000000000068,8.839588598734046,83.80000000000055,7.511492234668474,72.30000000000038,7.142906430302822,73.2000000000004,7.7416111621221635
104,KFI-0,89.00000000000063,10.806003056858492,89.70000000000064,13.32960363690351,84.80000000000057,11.862686431029218,82.80000000000054,10.860098999437218,79.50000000000048,10.951809730125829
105,LAU-0,85.45000000000059,5.665440103564308,101.6000000000008,7.676937635924169,88.30000000000061,6.6587301018427105,117.00000000000102,5.854872501783492,117.30000000000103,5.83114186574187
106,LEV-0,100.82500000000078,7.881201257557305,98.10000000000076,10.391054778982012,90.20000000000064,8.996383412675426,68.10000000000034,8.186360294021707,109.40000000000092,7.9015128280939955
107,LIO-0,126.37500000000117,6.7442384208619295,119.60000000000106,7.834971759202288,116.00000000000101,6.979355818208537,126.50000000000117,6.282450104862898,127.30000000000118,6.9616690636904135
108,LOS-0,113.95000000000095,6.842633408889115,105.20000000000086,9.303362427068981,96.90000000000074,7.818616992512725,67.80000000000032,7.606138682946705,117.50000000000102,7.403675146275986
109,LOV-0,110.55000000000094,10.445740171091266,109.60000000000092,11.141252840925524,109.1000000000009,10.651901146745594,109.20000000000091,10.510762032539635,109.60000000000092,11.124072398115466
110,LTA-0,85.60000000000058,10.9343206628503,87.70000000000061,13.434882217789188,82.00000000000053,12.304073435461525,94.90000000000072,10.457662830074671,94.6000000000007,11.099035952069292
111,LTF-0,81.50000000000054,7.910159715557149,89.10000000000062,10.3989174823175,80.3000000000005,9.078486561880021,66.2000000000003,8.449996810612372,69.60000000000035,9.09030963012988
112,LTJ-0,106.78750000000088,7.928660677714528,105.30000000000086,7.8243204100186325,106.00000000000087,8.287753705675422,105.90000000000086,8.328292222570765,105.30000000000086,7.824320886855791
113,LTL-0,90.42500000000065,7.459587514131873,90.20000000000064,8.827759965257213,84.30000000000055,8.10547735339043,67.50000000000031,7.333267911223317,95.20000000000071,7.317100175752611
114,LTN-0,91.58750000000065,6.6306400583764455,97.00000000000074,9.033244302556197,86.8000000000006,7.718794408990769,70.60000000000036,7.258970516549637,73.80000000000041,7.78612556103866
115,MAR-0,106.98750000000088,5.8427935099005035,104.80000000000085,8.154485479987532,93.90000000000069,6.761508915714565,73.10000000000039,6.6064069492393,73.0000000000004,6.611797845478915
116,MAZ-0,70.95000000000036,7.5272351989622255,89.30000000000064,9.81574855375477,78.20000000000047,8.70009290649245,99.00000000000077,7.523787563461969,61.40000000000023,8.877965541092905
117,MEI-0,82.51250000000053,9.736715592702096,85.70000000000059,12.562644528355875,77.30000000000047,11.385510341579213,94.80000000000071,9.735250335668463,95.60000000000072,9.402745352093895
118,MEL-0,105.23750000000084,6.528669138323479,100.9000000000008,8.388649192828254,92.90000000000069,7.382031004922384,68.50000000000034,6.918469564706923,110.70000000000093,6.802801384157604
119,MEP-0,135.32500000000127,6.022314640771634,119.10000000000105,7.943223483587091,105.70000000000087,6.323434641560407,77.90000000000046,6.355534773537993,75.20000000000043,6.130217120321831
120,MER-0,104.76250000000086,8.972642053666029,100.40000000000079,12.097248031288743,94.6000000000007,10.31101963279439,113.20000000000097,8.91645709319439,100.30000000000078,12.125548257631177
121,MFI-0,113.58750000000096,6.1913255703678844,106.80000000000088,7.735822587837664,100.8000000000008,6.8244444940423685,80.3000000000005,6.128224969015031,115.500000000001,6.520714474932559
122,MFS-0,92.82500000000068,7.1784740844736925,95.20000000000071,9.296243795289964,87.80000000000061,8.196237010633487,105.10000000000085,7.0858446101827015,95.1000000000007,9.308156169890607
