0.000000000000000000e+00,1.298701298701298690e+01,1.000497460458795285e+00
0.000000000000000000e+00,1.082251082251082153e+01,1.001336158757442307e+00
0.000000000000000000e+00,9.018759018759018531e+00,1.001872185629106404e+00
0.000000000000000000e+00,7.515406583496167414e+00,1.002068703123960569e+00
0.000000000000000000e+00,6.262917266862904953e+00,1.002116056254773069e+00
0.000000000000000000e+00,5.219206680584551172e+00,1.002007915916195424e+00
0.000000000000000000e+00,4.349338900487126125e+00,1.001914600804430400e+00
0.000000000000000000e+00,3.624501631025734305e+00,1.001883565823119104e+00
9.969486348916095642e-01,1.298701298701298690e+01,9.998333204526728135e-01
9.969486348916095642e-01,1.082251082251082153e+01,1.002216666030156356e+00
9.969486348916095642e-01,9.018759018759018531e+00,1.003377635970093662e+00
9.969486348916095642e-01,7.515406583496167414e+00,1.003958250996138668e+00
9.969486348916095642e-01,6.262917266862904953e+00,1.004070243883071312e+00
9.969486348916095642e-01,5.219206680584551172e+00,1.004007180382235243e+00
9.969486348916095642e-01,4.349338900487126125e+00,1.003796533293981552e+00
9.969486348916095642e-01,3.624501631025734305e+00,1.003423222470083864e+00
2.000127734960110537e+00,1.298701298701298690e+01,9.987040481785437462e-01
2.000127734960110537e+00,1.082251082251082153e+01,1.004803265057276684e+00
2.000127734960110537e+00,9.018759018759018531e+00,1.008088517879498269e+00
2.000127734960110537e+00,7.515406583496167414e+00,1.009361135551370081e+00
2.000127734960110537e+00,6.262917266862904953e+00,1.009689513290516372e+00
2.000127734960110537e+00,5.219206680584551172e+00,1.009266702538178961e+00
2.000127734960110537e+00,4.349338900487126125e+00,1.008587533139614356e+00
2.000127734960110537e+00,3.624501631025734305e+00,1.007730530073566833e+00
3.000222178826843056e+00,1.298701298701298690e+01,9.988121870285781023e-01
3.000222178826843056e+00,1.082251082251082153e+01,1.014101976111406955e+00
3.000222178826843056e+00,9.018759018759018531e+00,1.021888601325112278e+00
3.000222178826843056e+00,7.515406583496167414e+00,1.024928354839441891e+00
3.000222178826843056e+00,6.262917266862904953e+00,1.025156137927342614e+00
3.000222178826843056e+00,5.219206680584551172e+00,1.023900301311916561e+00
3.000222178826843056e+00,4.349338900487126125e+00,1.021836132887237403e+00
3.000222178826843056e+00,3.624501631025734305e+00,1.019419206241207077e+00
3.401197381662155461e+00,1.298701298701298690e+01,1.001974186015037294e+00
3.401197381662155461e+00,1.082251082251082153e+01,1.023670603936509105e+00
3.401197381662155461e+00,9.018759018759018531e+00,1.034050999186121533e+00
3.401197381662155461e+00,7.515406583496167414e+00,1.037827140423434269e+00
3.401197381662155461e+00,6.262917266862904953e+00,1.037754087824152682e+00
3.401197381662155461e+00,5.219206680584551172e+00,1.035536195178735186e+00
3.401197381662155461e+00,4.349338900487126125e+00,1.032323948672269287e+00
3.401197381662155461e+00,3.624501631025734305e+00,1.028635283863956973e+00
4.000033882750859249e+00,1.298701298701298690e+01,1.026334092732556380e+00
4.000033882750859249e+00,1.082251082251082153e+01,1.054904645617610548e+00
4.000033882750859249e+00,9.018759018759018531e+00,1.068038730511645662e+00
4.000033882750859249e+00,7.515406583496167414e+00,1.071631935071499120e+00
4.000033882750859249e+00,6.262917266862904953e+00,1.069802148452950075e+00
4.000033882750859249e+00,5.219206680584551172e+00,1.064992178062705186e+00
4.000033882750859249e+00,4.349338900487126125e+00,1.058510566823239740e+00
4.000033882750859249e+00,3.624501631025734305e+00,1.051646688741091795e+00
4.999911330733279868e+00,1.298701298701298690e+01,1.254363570064366273e+00
4.999911330733279868e+00,1.082251082251082153e+01,1.250359647611820169e+00
4.999911330733279868e+00,9.018759018759018531e+00,1.239724920043711487e+00
4.999911330733279868e+00,7.515406583496167414e+00,1.223609442544116854e+00
4.999911330733279868e+00,6.262917266862904953e+00,1.203907443370291652e+00
4.999911330733279868e+00,5.219206680584551172e+00,1.182515428674280722e+00
4.999911330733279868e+00,4.349338900487126125e+00,1.160802050178029177e+00
4.999911330733279868e+00,3.624501631025734305e+00,1.139926508835253260e+00
5.999928625520110970e+00,1.298701298701298690e+01,2.078814695724353179e+00
5.999928625520110970e+00,1.082251082251082153e+01,1.933111193116463067e+00
5.999928625520110970e+00,9.018759018759018531e+00,1.807253097393988650e+00
5.999928625520110970e+00,7.515406583496167414e+00,1.695762507157080767e+00
5.999928625520110970e+00,6.262917266862904953e+00,1.600133642596234029e+00
5.999928625520110970e+00,5.219206680584551172e+00,1.516669204868451581e+00
5.999928625520110970e+00,4.349338900487126125e+00,1.443324436033377456e+00
5.999928625520110970e+00,3.624501631025734305e+00,1.378964198505000516e+00
