,Zeolite,Meta-learning T_max,Meta-learning Delta_n,Langmuir T_max,Langmuir Delta_n,Sips T_max,Sips Delta_n,Quadratic T_max,Quadratic Delta_n,DSL T_max,DSL Delta_n
0,8056830,68.16250000000035,15.307052125449447,63.80000000000027,18.03929217327091,61.90000000000024,17.75878915257255,67.70000000000033,14.513682961940424,69.30000000000035,15.192860287454746
1,8080784,100.0375000000008,7.26637109004105,99.10000000000076,8.774733560682668,94.6000000000007,7.99929687736226,102.80000000000082,6.996383972634834,104.70000000000084,7.830849370130496
2,8087188,84.35000000000056,9.581256259263695,85.90000000000057,11.632122743075055,80.2000000000005,10.671570903301541,90.10000000000065,9.174721582841663,91.80000000000067,9.497895320218374
3,8206103,92.57500000000068,9.34460923836025,91.40000000000066,11.764931068862035,85.10000000000056,10.657289944819365,102.30000000000081,9.077461628585967,100.60000000000079,9.612265971226673
4,8206155,100.8250000000008,7.81891148122608,99.40000000000077,10.059618454308819,93.50000000000068,8.7699622674047,76.50000000000045,7.803520679428068,107.30000000000089,8.306390601425
5,8206186,92.03750000000069,8.529058965491037,91.60000000000066,10.803327693130514,84.80000000000057,9.714170729735272,100.20000000000078,8.312048867756022,100.20000000000078,8.534752324634685
6,8214411,107.46250000000087,8.196309495067558,105.00000000000085,9.815467091935703,101.70000000000081,8.874839449316351,105.70000000000087,8.08908539076695,110.90000000000094,8.66199911121273
7,8255418,90.15000000000065,10.506109046295734,90.10000000000065,13.083706720781116,84.70000000000056,11.830592330499414,96.00000000000072,10.169448681139203,96.90000000000074,10.806922084370635
8,8265201,73.62500000000041,12.167704613525185,73.10000000000039,14.57821132965617,69.10000000000034,13.965007679111542,78.80000000000048,11.597673933473644,79.50000000000048,11.753007735802099
9,8265611,88.36250000000061,10.02390728755715,87.10000000000059,12.55822012258945,79.60000000000049,11.360644057124409,98.90000000000077,9.527616413551588,68.30000000000032,11.630138307104009
10,8265828,82.86250000000054,8.820843721045442,86.5000000000006,10.972762297992213,79.60000000000049,9.987630083888325,94.3000000000007,8.53058475549325,94.50000000000071,8.56045009972633
11,8267423,86.88750000000059,8.131537152454785,89.00000000000063,10.28022774413811,81.1000000000005,9.252385148241551,96.80000000000074,7.941775951960118,96.90000000000074,7.96515572694876
12,8268490,90.25000000000065,8.247391588935058,92.90000000000069,10.485453169839376,86.60000000000059,9.362445436463624,102.30000000000081,8.063919453292998,100.70000000000078,8.585887210928577
13,8268700,100.7875000000008,7.550807585479194,100.40000000000079,9.221077396065354,96.30000000000072,8.216816362897184,97.50000000000074,7.462992712131648,105.70000000000087,7.666623404225202
14,8274307,80.7625000000005,8.045782839520824,87.9000000000006,10.310227330594342,79.10000000000048,9.25718073894734,96.00000000000072,7.961369819902631,96.30000000000072,7.772675928632048
15,8283850,98.67500000000078,8.499585597110737,98.80000000000076,10.392479946220694,94.1000000000007,9.19768830740566,100.5000000000008,8.140992762402634,98.80000000000076,10.384017994011222
16,8287620,93.78750000000069,8.247497716290423,94.2000000000007,10.399372661152466,87.4000000000006,9.255425053235598,101.10000000000079,7.997863172388927,101.9000000000008,8.439602084401546
