1.006528809939714941e+00,-1.037007550596499250e+01,-7.949248538152881016e-01,9.283983946476078719e-01,1.880423369584605098e-04
7.824807237271864668e-01,-9.199566205856465118e+00,-8.438371427263671176e-01,1.047293794110239595e+00,9.976695291697978973e-04
9.314658341344195236e-01,-8.927990114798497245e+00,-6.195554306082420304e-01,7.295683771365248926e-01,5.677312146872282028e-04
9.762766961612669991e-01,-9.339512165927951415e+00,-7.223068879845092605e-01,6.928656596221971498e-01,3.064648481085896492e-04
9.327572271078011790e-01,-1.008707834832267558e+01,-7.976375070073454809e-01,8.253017465748252457e-01,5.332542350515723228e-04
9.567393924394242966e-01,-8.478349686787822748e+00,-5.422534494993648257e-01,8.219368177735879577e-01,4.679296980611979961e-04
9.150596432949410497e-01,-9.656012899013054707e+00,-7.237307944154321993e-01,6.782684925478261739e-01,6.346598966047167778e-04
9.455253431302257372e-01,-8.535761681010486157e+00,-5.577792466354406509e-01,7.738194694925669692e-01,3.857963602058589458e-04
9.573018595283311338e-01,-9.599971958061434663e+00,-7.203868250130550654e-01,7.511841508244654353e-01,3.349819744471460581e-04
9.653661105462090219e-01,-9.286119792428412012e+00,-7.166398489207002065e-01,7.049401935145822584e-01,2.999669231940060854e-04
9.463125747087273165e-01,-8.963052692800001608e+00,-5.925196950076947466e-01,7.136832877516114948e-01,6.577761378139257431e-04
9.402974849796943424e-01,-8.559071523912038515e+00,-5.655594603538446341e-01,7.935127712107225006e-01,4.793148546013981104e-04
9.249530619176381530e-01,-9.003940393759428673e+00,-6.064138783509502861e-01,7.165944845703121624e-01,4.947516135871410370e-04
9.686465443793558228e-01,-9.078145398904723606e+00,-6.313237765185711892e-01,6.837104527461600467e-01,4.478717455640435219e-04
9.165692414789633480e-01,-9.156757146488004651e+00,-6.016843449956094103e-01,6.821415988550548759e-01,6.035356782376766205e-04
9.119637567507781206e-01,-8.625355764140072878e+00,-6.266794412016414295e-01,8.367142419729231007e-01,5.970359197817742825e-04
1.008033318685799040e+00,-1.083473842634527706e+01,-7.257084578033295985e-01,9.378434486249794810e-01,3.615670721046626568e-04
9.992167006172280042e-01,-1.059704547386620632e+01,-8.582735563397578815e-01,1.159652300603561725e+00,2.249944518553093076e-04
9.666602231713909976e-01,-9.353650066845476729e+00,-8.105346577868708380e-01,1.115051009288104966e+00,1.745674380799755454e-04
9.845630214774928612e-01,-9.191159402667135936e+00,-9.142766715253434207e-01,1.097050594438385929e+00,8.344478555954992771e-05
9.208571906916486194e-01,-9.149998106056379754e+00,-6.549066486817339827e-01,6.418768613296625958e-01,7.090772269293665886e-04
8.830373308164268797e-01,-9.182314060202781292e+00,-7.658944240639816714e-01,7.171617409149085853e-01,8.764259400777518749e-04
