1.010035132754284692e+00,-9.895022152320979814e+00,-7.277156989091454475e-01,7.399570895358920097e-04
7.718675729265832564e-01,-9.125034659287829086e+00,-8.342175958344032471e-01,1.113456441089510918e-03
8.245331306344155786e-01,-8.048990686382916593e+00,-5.468127158842280844e-01,1.987585332244634628e-03
9.137530134730111886e-01,-8.244916106861838401e+00,-5.876404743028970090e-01,3.429498057812452316e-03
9.063378150069782979e-01,-9.327416027067833681e+00,-7.023913935520211815e-01,1.516954158432781696e-03
8.973965712319290633e-01,-7.855731193468878715e+00,-4.829588115747128207e-01,1.235447241924703121e-03
8.187059717348184051e-01,-8.491969523648677409e+00,-6.045141860482998730e-01,2.994623035192489624e-03
8.377191062074620387e-01,-7.846044269587207687e+00,-5.094712452381803258e-01,1.357661094516515732e-03
8.977767202483061260e-01,-8.732013187834652967e+00,-6.213218753570648456e-01,2.022673375904560089e-03
9.081419566133026589e-01,-8.248476713984961961e+00,-5.856994780476357798e-01,3.295380156487226486e-03
8.192855039587229049e-01,-8.097857972783664593e+00,-5.328524673259067423e-01,2.012270735576748848e-03
8.423011759038313562e-01,-7.950572951144263101e+00,-5.229176677944435969e-01,1.300945994444191456e-03
8.037492413486082565e-01,-8.113220763288378379e+00,-5.408805451716611756e-01,1.858180155977606773e-03
8.646579991539704579e-01,-7.969073714662783026e+00,-5.263941180465794289e-01,2.745859790593385696e-03
7.682557030932980480e-01,-8.134594819513685238e+00,-5.367767861773310445e-01,2.108764369040727615e-03
8.608229262993979392e-01,-8.026504184919327045e+00,-5.619369236076549035e-01,1.396244857460260391e-03
1.015679889872411312e+00,-1.029848828541586947e+01,-6.588444766567849165e-01,7.848464883863925934e-04
1.023592685294246962e+00,-1.039301362839829501e+01,-8.229821412497655420e-01,8.117696270346641541e-04
9.822460973998665690e-01,-9.294796669837392500e+00,-7.979541565889686217e-01,3.905541379936039448e-04
9.962789891511767415e-01,-9.340667795736464996e+00,-9.288386325943915889e-01,2.031885233009234071e-04
7.909976287402729067e-01,-7.895098455348747102e+00,-5.447034641636117058e-01,3.247183049097657204e-03
8.274352646070564088e-01,-7.884734752198172103e+00,-5.883869373133049363e-01,4.540946800261735916e-03
7.431918552359141339e-01,-7.577865289999636822e+00,-4.911167998004999924e-01,7.160186767578125000e-03
8.038842002848685109e-01,-7.391260866227536752e+00,-5.228747469307644113e-01,4.050282295793294907e-03
8.470250703400030723e-01,-8.152425789609127449e+00,-5.123689642398299160e-01,1.767146633937954903e-03
7.864087307851963526e-01,-8.482043541843337309e+00,-6.075185583845752468e-01,3.781738923862576485e-03
