,material,pressure,temperature,delta_e,delta_e_err,delta_h,delta_h_err,delta_pv,delta_pv_err,delta_gt,delta_gt_err,q_st,q_st_err
0,ABW-0,1.0,275.9,-4.764764805613804,0.05665704913048408,-7.063472284649979,0.05716798390421296,-2.2987074790361754,0.0005109347737284331,3.910003219664149,0.05248943692867947,-7.043418262517767,0.04415698084612041
1,ACO-0,1.0,275.9,-5.013791583337669,0.01788827125961312,-7.30959773240445,0.016533722880190727,-2.2958061490667805,0.0013545483794223934,1.9482817242011266,0.031835065043875455,-7.34400649168623,0.011704982557453558
2,AEI-0,1.0,275.9,-3.7482510863972482,0.00736909841649247,-6.046264368680504,0.0076258351466340635,-2.298013282283255,0.0002567367301415935,0.7932890759792774,0.0015352206417247882,-6.058467049997838,0.024706594142038796
3,AEL-0,1.0,275.9,-4.73828330538198,0.019845236488277518,-7.0372351524147065,0.020980840735801642,-2.2989518470327264,0.0011356042475243466,2.05401339382246,0.02440390673883419,-7.01976889729874,0.018713315262657737
4,AEN-0,1.0,275.9,-4.934655514683308,0.048769713911652524,-7.232706736965614,0.049653617361460345,-2.2980512222823064,0.0008839034498075993,4.018517176909567,0.05957688884289292,-7.253621110321598,0.08201302456722681
5,AET-0,1.0,275.9,-2.900756465731769,0.0232270726883812,-5.200615163419336,0.023883589539851702,-2.299858697687566,0.000656516851470279,2.165043483954696,0.07522511880825089,-5.213990914049793,0.023582900351546865
6,AFG-0,1.0,275.9,-4.6607620753508385,0.06038668808729897,-6.959697943193626,0.05903806256163069,-2.298935867842788,0.001348625525668501,1.1517992956184515,0.10307034266910187,-6.9351984701288405,0.04637028599030657
7,AFI-0,1.0,275.9,-3.2638452786598506,0.0538472137063537,-5.560765835065592,0.05385076584269122,-2.296920556405741,3.552136337514611e-06,1.673326612404586,0.0757985667331178,-5.5448055499339635,0.07013185600750793
8,AFN-0,1.0,275.9,-4.51608712258898,0.04397096360252428,-6.814754732624769,0.04218660481121894,-2.298667610035789,0.0017843587913051184,2.3255105162312546,0.0781943682846209,-6.797141707269355,0.06354586879164259
9,AFO-0,1.0,275.9,-4.582106133806335,0.02445733649627435,-6.881067475091887,0.025345360277427176,-2.2989613412855516,0.0008880237811528247,2.073636470360212,0.04374858259179204,-6.883644105766058,0.04232476477605074
10,AFR-0,1.0,275.9,-3.271743796837377,0.09174305911094827,-5.568512942099886,0.08910525060701557,-2.29676914526251,0.0026378085039329147,1.019843662769653,0.14036650497060538,-5.53799256512725,0.04332252858866603
11,AFS-0,1.0,275.9,-3.118212961942025,0.01277302324645646,-5.415120754454918,0.012971496897991486,-2.2969077925128936,0.000198473651535247,1.0149652176885273,0.04288570480783738,-5.38918871436261,0.03435706402177008
12,AFT-0,1.0,275.9,-3.6378564719258373,0.0030638029976726155,-5.935348195838128,0.0019432487079393823,-2.297491723912291,0.0011205542897327891,1.065840726525397,0.09003242644001364,-5.928183228951314,0.019596578115541607
13,AFV-0,1.0,275.9,-4.212391530583798,0.024445166117711636,-6.509987222022214,0.024576144821268464,-2.297595691438416,0.00013097870355660568,0.8331650574867067,0.12669021377821715,-6.446049051116774,0.009236935723071937
14,AFX-0,1.0,275.9,-3.846825387572032,0.01971542532899595,-6.144270865630151,0.01836753934584623,-2.2974454780581186,0.0013478859831494994,0.6782023727170378,0.013608183196794132,-6.120456593481125,0.00995601165966642
15,AFY-0,1.0,275.9,-3.4043153311176355,0.1469800825537111,-5.703822958174651,0.1468025406712279,-2.299507627057016,0.0001775418824832009,0.6437973853776227,0.1903246993838624,-5.608844717798544,0.13158715586608594
16,AHT-0,1.0,275.9,-3.5241889075306037,0.45688255532298117,-5.821664571965469,0.45685920667958113,-2.297475664434865,2.3348643400256108e-05,6.154533334586555,0.3234668179333151,-5.820614563711269,0.4553917278320996
17,ANA-0,1.0,275.9,-5.052159720195784,0.018687368114491676,-7.350512570971129,0.01870544909285332,-2.298352850775345,1.8080978361867395e-05,5.568616611274825,0.054130696844960635,-7.301308144497082,0.01588857263897392
18,APC-0,1.0,275.9,-4.869036646998907,0.011955240444510018,-7.1683889990249225,0.010992088546735168,-2.2993523520260153,0.0009631518977748499,3.610249392939481,0.07164886109071489,-7.15612364574593,0.04115624578812671
19,APD-0,1.0,275.9,-5.769338494142616,0.04448984360727026,-8.067747937976858,0.044672110008158405,-2.2984094438342417,0.0001822664008881425,2.3157995432569622,0.05727476076670812,-8.064547444620512,0.048193963188380984
20,AST-0,1.0,275.9,-4.488507838460672,0.03581126824694181,-6.785991650282473,0.035062757855439664,-2.2974838118218015,0.0007485103915023661,0.41688338009134285,0.10029039218216532,-6.795737547152012,0.030817662452474526
21,ASV-0,1.0,275.9,-4.982670284254398,0.02596874627836554,-7.27911238091669,0.027887907950708613,-2.2964420966622914,0.0019191616723430727,1.9652360838314884,0.05039524948731444,-7.240332718832253,0.03806564177064775
22,ATN-0,1.0,275.9,-5.074051535826381,0.03346598053370364,-7.370925061936396,0.03257824739329873,-2.2968735261100144,0.0008877331404049116,1.8319530094586511,0.018827051196934286,-7.370547843851267,0.04509796474044414
23,ATO-0,1.0,275.9,-4.370434297988078,9.249016855061853e-06,-6.669394569963901,0.0015550296141868536,-2.2989602719758215,0.0015642786310416934,2.3124468600619785,0.006773956866814146,-6.671341634599175,0.01354198754278535
24,ATS-0,1.0,275.9,-3.335995970582439,0.009896151422108312,-5.6341593614829115,0.01051655085438874,-2.2981633909004726,0.0006203994322804274,1.5267653375996035,0.1091562858225158,-5.622871248162118,0.004733414541212344
25,ATT-0,1.0,275.9,-4.995083771669323,0.01324160695313692,-7.294524369702483,0.013169185748466372,-2.2994405980331587,7.242120467076951e-05,1.5979512989738138,0.04043495646390871,-7.271832249878378,0.03035446790501961
26,ATV-0,1.0,275.9,-5.688102026045954,0.06377536351139446,-7.987049822845366,0.0633630065079629,-2.2989477967994127,0.0004123570034311186,3.1087039284260722,0.002717528748966691,-7.986650877573383,0.0767806543413565
27,AVL-0,1.0,275.9,-4.327425850543709,0.08866979183288137,-6.622608487518663,0.08967516740934123,-2.295182636974954,0.0010053755764598549,0.7331239122140827,0.01673288991140448,-6.628719990547199,0.1184744442724952
28,AWO-0,1.0,275.9,-5.312941458530547,0.038508918578294526,-7.611477741090967,0.03754853327174423,-2.29853628256042,0.0009603853065505152,2.5940482664285285,0.026218154017895845,-7.606858799083975,0.08320099563216532
29,AWW-0,1.0,275.9,-4.492424304378986,0.02039055922171995,-6.79033426251114,0.02129021145326826,-2.2979099581321547,0.0008996522315483091,0.9637483402872531,0.03272481669797683,-6.803851584888786,0.0018821710548553305
30,BCT-0,1.0,275.9,-2.975838422039775,0.2021280025180341,-5.27605117122679,0.2029468193465216,-2.3002127491870143,0.0008188168284872788,11.907966354334494,0.19729053496604987,-5.275712495036236,0.2081694762456272
31,BEA-0,1.0,275.9,-3.3594215347935883,0.046806232908529255,-5.658008925267328,0.0453832128321916,-2.29858739047374,0.0014230200763376555,0.8559361141379326,0.02016807679707433,-5.622007381676923,0.056121615242363365
32,BEC-0,1.0,275.9,-3.3011034720611168,0.00843209862163219,-5.599811445183272,0.009937000178820377,-2.2987079731221556,0.0015049015571881874,0.591451267000881,0.04789401299677065,-5.635350590272919,0.0265965818315137
33,BIK-0,1.0,275.9,-4.461564598356069,0.03248053060389999,-6.758874847498415,0.031121707859842473,-2.297310249142346,0.0013588227440575196,4.267836391524156,0.07571522764360639,-6.771157332281107,0.04929228475877778
34,BOF-0,1.0,275.9,-4.8454036872788535,0.010477613581122203,-7.1406688812962456,0.009844973564500314,-2.295265194017392,0.0006326400166221102,1.4820301741414013,0.028483781241933293,-7.163667034618467,0.006180618719721309
35,BOG-0,1.0,275.9,-3.5225368908757018,0.04071709769603804,-5.82086705940188,0.039729151324265466,-2.2983301685261783,0.0009879463717727965,0.9795237995191302,0.0006400163193316932,-5.811987620757382,0.043308416847886555
36,BOZ-0,1.0,275.9,-3.1473567408268357,0.022040349434546025,-5.445804385667261,0.022136881219127602,-2.298447644840425,9.653178458179923e-05,0.7396088247070252,0.01978506933201518,-5.455468881569908,0.04338991782769375
37,BPH-0,1.0,275.9,-3.2301665661960204,0.03759079527843201,-5.527854104981612,0.03944726257401898,-2.2976875387855915,0.0018564672955871941,0.7383814651662023,0.1988683976966864,-5.512814228614914,0.05177544081151009
38,BRE-0,1.0,275.9,-5.270887611696082,0.07510793580320252,-7.566888988285207,0.07431552613303927,-2.2960013765891247,0.0007924096701630301,1.9080474906347262,0.04849255605222336,-7.570055998286312,0.06966967950103342
39,BSV-0,1.0,275.9,-4.985464991192071,0.04747357043028044,-7.285997212120862,0.047753183098460106,-2.3005322209287913,0.00027961266817944086,2.384559833971494,0.005286667274268186,-7.301079052404367,0.03493638363354501
40,CAS-0,1.0,275.9,-6.036980738235659,0.03840041676580652,-8.334641836068737,0.03888276006787983,-2.297661097833079,0.00048234330207308496,3.0196854444425245,0.02986112439961519,-8.357684710008435,0.02547616417737153
41,CDO-0,1.0,275.9,-4.93683322534419,0.03211509097966436,-7.234520816005346,0.0310271653614711,-2.2976875906611562,0.001087925618193264,1.9792886579176645,0.04478207896181918,-7.220919930660328,0.025205610323915106
42,CFI-0,1.0,275.9,-3.1316569841545583,2.184403602689677e-05,-5.431613549378258,0.0025894418078040715,-2.2999565652236993,0.0026112858438311903,1.7002148199286422,0.06713373273662027,-5.393416463539396,0.00667605353191103
43,CGF-0,1.0,275.9,-5.462749228860434,0.014192809652931793,-7.761900841424035,0.013985053447742146,-2.2991516125636013,0.00020775620518964644,1.9812921013402756,0.027338036303725333,-7.746654250154444,0.025105946061538376
44,CGS-0,1.0,275.9,-4.450121561177734,0.05255027291750647,-6.748734243935708,0.05302968560230026,-2.298612682757974,0.0004794126847935676,1.4436497255071954,0.04589830994363376,-6.787281130220193,0.05025130171223591
45,CON-0,1.0,275.9,-3.459886048811795,0.03890074579089875,-5.757985111025436,0.03829901389597712,-2.2980990622136406,0.000601731894921631,0.8177812110934624,0.05620156357046768,-5.792959817212136,0.11170270877453925
46,CSV-0,1.0,275.9,-3.564657300983268,0.0049527713100421256,-5.862733559400487,0.006845187571975497,-2.298076258417219,0.0018924162619333718,0.8130592634088172,0.02157618941256767,-5.85897829000868,0.0013216653483221208
47,CZP-0,1.0,275.9,-5.733374129038777,0.004116633223863797,-8.031145312321652,0.004293485431793975,-2.2977711832828724,0.00017685220792995615,3.175049412544645,0.03959444973516635,-8.038518627548601,0.026426975111130346
48,DAC-0,1.0,275.9,-5.160233140104296,0.14408825831290617,-7.460341113839935,0.14416787834007128,-2.3001079737356394,7.962002716510597e-05,1.3068831736080344,0.23864311673698402,-7.417186241244288,0.17087890978718923
49,DDR-0,1.0,275.9,-5.211151319518596,0.38320905632068936,-7.508142092820975,0.3824404796898917,-2.2969907733023796,0.0007685766307978792,0.886210230776403,0.4873882375394367,-7.413478048261284,0.30117399687076896
50,DFO-0,1.0,275.9,-3.172467227905255,0.013031650563108066,-5.469152971716733,0.012299599865124744,-2.2966857438114783,0.0007320506979835439,0.7398125983254203,0.024859765765155806,-5.477513151035497,0.018689541901028228
51,DFT-0,1.0,275.9,-5.795319206367957,0.04382865815956549,-8.095015566939175,0.04286150120507415,-2.299696360571218,0.0009671569544913439,2.0747990537334378,0.11061201590478464,-8.115952525134913,0.04181570863219619
52,DOH-0,1.0,275.9,-5.801172361704965,0.04926514819392036,-8.098041944186955,0.05008928814341829,-2.2968695824819894,0.0008241399494979262,0.42098987905313257,0.09485670069681018,-8.131975643504514,0.04224380549943074
53,DON-0,1.0,275.9,-2.853863424570232,0.05392109049775251,-5.153453823266259,0.055439530028816186,-2.2995903986960267,0.0015184395310636756,1.6904263948568943,0.007322398771739902,-5.128825152301381,0.053811434622458076
54,EAB-0,1.0,275.9,-4.402713417236049,0.05832655477061932,-6.701794994084415,0.058760990234516974,-2.2990815768483657,0.00043443546389743126,0.715283872578353,0.06879793069667006,-6.692739111613649,0.02836357422987268
55,EDI-0,1.0,275.9,-4.952629714863865,0.0035033292354773593,-7.247690688023862,0.002214473668043393,-2.2950609731599974,0.0012888555674341884,1.588907211254239,0.021467553489530555,-7.254258298186071,0.013701709484537972
56,EEI-0,1.0,275.9,-4.115711312341618,0.013156635545856332,-6.414180050569707,0.013381687256849961,-2.298468738228089,0.00022505171099385102,1.9535862801100545,0.040957309687318144,-6.397021252114568,0.009908973314715741
57,EMT-0,1.0,275.9,-2.9029025038499228,0.2525091927813363,-5.19965060920933,0.2520568489301578,-2.296748105359407,0.0004523438511783162,0.46268216615279,0.05756930807516358,-5.182957278063929,0.2781118021418716
58,EON-0,1.0,275.9,-4.315477523033601,0.1957149478438076,-6.61407404117802,0.1954807562922074,-2.2985965181444192,0.00023419155160020466,1.1712107224310953,0.3114014367112171,-6.721204472099194,0.2844753315392845
59,EPI-0,1.0,275.9,-5.138376850026386,0.03889047154736103,-7.437115521962574,0.038413383683144176,-2.2987386719361873,0.0004770878642168519,1.3887594506750847,0.0024470346302367663,-7.4340375207739395,0.0025389675779812215
60,ERI-0,1.0,275.9,-4.010844392163687,0.01322752093068269,-6.309743480062902,0.013666632233479081,-2.2988990878992164,0.0004391113027963911,0.8640129070200816,0.022201494109111652,-6.341120330837395,0.010224555802205604
61,ESV-0,1.0,275.9,-4.86807988188948,0.09463335706856224,-7.165300431487761,0.09536318082237472,-2.2972205495982805,0.0007298237538124752,1.2776412739882368,0.09639245365044302,-7.167293951753493,0.10610544146481393
62,ETL-0,1.0,275.9,-4.768402328009193,0.021792506114904686,-7.065234631996129,0.02251341572472132,-2.296832303986937,0.0007209096098166334,2.1149021997860937,0.04947268903561586,-7.061187377403445,0.03572097677813968
63,ETR-0,1.0,275.9,-3.377866648576413,0.19105860663611307,-5.674905746990266,0.19097783859252004,-2.297039098413853,8.076804359258283e-05,1.273850680983516,0.23539421313090303,-5.656647385228824,0.23617719028566198
64,EUO-0,1.0,275.9,-3.9209021476418986,0.05964285226150867,-6.218354794777073,0.05975353923296023,-2.2974526471351746,0.00011068697145133477,1.3316837883560342,0.04549549663354535,-6.229583866385046,0.03640230613332207
65,EWS-0,1.0,275.9,-4.237156421480401,0.05817873647381999,-6.536569908940884,0.05936402629995463,-2.2994134874604826,0.001185289826134639,1.1687000287991278,0.03204358082593517,-6.5313882721416405,0.06515969817137313
66,EZT-0,1.0,275.9,-4.061423962461603,0.004325621026080473,-6.3588349086949165,0.004697576033975803,-2.2974109462333123,0.00037195500789555247,1.0728282539557088,0.08276824392940135,-6.3704263151213105,0.034651333840004295
67,FAR-0,1.0,275.9,-5.073827969720353,0.023082463687391197,-7.369747359250843,0.02327753901503149,-2.2959193895304892,0.00019507532764007074,1.0783675949421794,0.07991709004830244,-7.35943655124168,0.00033757557802660543
68,FAU-0,1.0,275.9,-2.888240980055559,0.04101038736200158,-5.184788632240222,0.041937024070624496,-2.296547652184663,0.0009266367086229188,0.575230258279081,0.08316236334328175,-5.096266542923745,0.002800061961655942
69,FER-0,1.0,275.9,-4.892287985663852,0.038200195764012346,-7.189629517678634,0.03716282998995801,-2.297341532014781,0.001037365774054111,1.2598798215812719,0.016917577488667845,-7.200199784108307,0.04153768410486691
70,FRA-0,1.0,275.9,-4.860521912376189,0.039168387253612824,-7.1576210604948125,0.03929112906145704,-2.297099148118623,0.00012274180784421773,0.7616079082817195,0.09420749281663715,-7.108001682542328,0.021142126724347232
71,GIS-0,1.0,275.9,-4.764607755712165,0.07766852792269718,-7.065650154620296,0.07801847414242591,-2.3010423989081303,0.00034994621972850304,2.035882360020155,0.11078809433120274,-7.093160237182476,0.10451727835548796
72,GIU-0,1.0,275.9,-4.9074854973735,0.06420312178084497,-7.206267822852068,0.06316178610228862,-2.2987823254785678,0.0010413356785561323,1.3416940913467648,0.0412276563247127,-7.231693915307405,0.0956834035935974
73,GME-0,1.0,275.9,-3.7125173778562806,0.1456705369930431,-6.010374296949059,0.14708872499836456,-2.2978569190927782,0.0014181880053216744,0.8367934665019222,0.09855571596170665,-6.056449178291094,0.16458234922342196
74,GON-0,1.0,275.9,-4.07258422003185,0.017538347423743605,-6.37062083573732,0.016886411431753956,-2.29803661570547,0.0006519359919900936,2.111787747572682,0.03666220240675466,-6.370419530047386,0.026943686707766368
75,GOO-0,1.0,275.9,-4.883454509693702,0.02030505386204684,-7.182282399555573,0.01917383218585833,-2.2988278898618715,0.0011312216761882876,3.369986226270055,0.18772957792768685,-7.1713024159196,0.01823959470242764
76,HEU-0,1.0,275.9,-4.923670852588559,0.0463111126989455,-7.2217063934826236,0.04468608068555291,-2.2980355408940643,0.001625032013392591,1.623574452983239,0.011910493031333291,-7.204706229822261,0.03875676774508019
77,IFO-0,1.0,275.9,-2.871717762135658,0.03245759812374227,-5.170736700517522,0.03371674970606886,-2.299018938381864,0.0012591515823261457,1.554410303259337,0.15557478860750906,-5.177750818564164,0.03975472097996802
78,IFR-0,1.0,275.9,-3.8763990168309954,0.0013366436120767489,-6.174952134159086,0.0024408437409588757,-2.2985531173280904,0.001104200128882571,0.7998815042586385,0.06910658750218651,-6.14757677612984,0.013466094091744374
79,IFW-0,1.0,275.9,-3.3114407418750833,0.0891425522924234,-5.6083820457096305,0.0899876154776269,-2.2969413038345476,0.0008450631852032764,1.073038048473879,0.028878288517311113,-5.618567684250588,0.0688009767137503
80,IFY-0,1.0,275.9,-4.462654393543907,0.043077700749409864,-6.760968553773283,0.043619456220933106,-2.298314160229375,0.00054175547152302,1.3649797715350984,0.026636957969826125,-6.708985598256167,0.04499345314655212
81,IHW-0,1.0,275.9,-4.388227836451912,0.01933715011580972,-6.687851039710477,0.019122092019854264,-2.299623203258565,0.00021505809595567804,1.6405565967825098,0.036938702725219486,-6.697475338521805,0.014823893592679216
82,IMF-0,1.0,275.9,-4.223691865779162,0.02685751745583964,-6.5215786732992145,0.02696667229322447,-2.2978868075200523,0.00010915483738482834,1.206726934759808,0.046664066710157326,-6.5444475894929734,0.017484995691220195
83,IRN-0,1.0,275.9,-3.6857080879109185,0.07124055560766429,-5.983587512844413,0.0715964610262878,-2.2978794249334946,0.00035590541862351444,0.8227740081566595,0.02713924919363797,-5.940679409084611,0.09448741893255042
84,IRR-0,1.0,275.9,-2.0704634637344124,0.029004386892679257,-4.3704777870069265,0.02764407235484656,-2.3000143232725136,0.0013603145378326964,0.4263412484628717,0.07620076840628551,-4.375857053382969,0.10229838715850059
85,IRY-0,1.0,275.9,-2.0135082571436804,0.03502307300243246,-4.312291756067214,0.03485671735665896,-2.298783498923534,0.00016635564577383022,0.10790617919870264,0.07385561296773528,-4.337252804021752,0.06002826008547002
86,ISV-0,1.0,275.9,-3.2536937236362045,0.039842999563760806,-5.550064112952456,0.04089288619543208,-2.2963703893162517,0.0010498866316714928,0.7284184845619417,0.07682713514594014,-5.553285251511948,0.020521589922811945
87,ITE-0,1.0,275.9,-3.6873075709081524,0.02999125013323578,-5.984408025398796,0.031730613293622145,-2.2971004544906437,0.0017393631603865867,0.984947089290809,0.02953582494574819,-5.969643504620493,0.07197459171464526
88,ITG-0,1.0,275.9,-3.699127690067993,0.013176486527014974,-5.999368561174067,0.01321324230862686,-2.300240871106074,3.675578161188575e-05,1.1788031459170698,0.08798654366260605,-5.998769923846529,0.012499248282557218
89,ITH-0,1.0,275.9,-4.11402287562359,0.020389766635135143,-6.412085097079846,0.01985149230015315,-2.298062221456255,0.0005382743349819918,1.32452368835556,0.15747510224975425,-6.376530274916461,0.04346053003358907
90,ITR-0,1.0,275.9,-4.242444721846301,0.024578005751810125,-6.54088650958698,0.025821566484409253,-2.2984417877406793,0.0012435607325989029,1.3409199053510517,0.04042496435282539,-6.540884746985906,0.05739510725044239
91,ITT-0,1.0,275.9,-2.389076389852396,0.16070299053055437,-4.6864285563089645,0.16143087285537083,-2.2973521664565695,0.0007278823248164645,0.5870809316231496,0.14285377817331385,-4.667409805242223,0.23143986067648292
92,ITW-0,1.0,275.9,-4.997023637968864,0.017313003761720847,-7.294915394558377,0.016298782110097942,-2.2978917565895136,0.0010142216516229041,1.9052102330335163,0.0267123775431094,-7.295524680753825,0.012119439510032581
93,IWR-0,1.0,275.9,-3.476960599782883,0.014736012163808487,-5.775557425262281,0.015365974603589905,-2.2985968254793985,0.0006299624397811954,0.7646445613018851,0.10139592058376956,-5.7424997451314965,0.05262699675036098
94,IWS-0,1.0,275.9,-2.9793509393493443,0.04295271488311658,-5.276517120558295,0.043221435375341066,-2.2971661812089508,0.00026872049222492755,0.8259051335845586,0.14756111783770037,-5.27385869752154,0.09935349969476759
95,IWV-0,1.0,275.9,-2.8390562348074746,0.04369913337367537,-5.138932346547746,0.043388345267211914,-2.2998761117402715,0.00031078810646345545,0.9239726535688368,0.023329708100680746,-5.1037829248542685,0.05683303696575992
96,IWW-0,1.0,275.9,-3.7191842123692385,0.0048832620015293315,-6.014718837076362,0.005963896349273856,-2.2955346247071233,0.0010806343477445246,1.1542345303827866,0.13741943178305616,-6.013609513170873,0.059859276926315985
