2.897083967208970434e-01,-1.168797791104181272e+01,-8.223270505024343757e-01,7.178567905397976734e-01,-9.904256517816923733e+00,-7.884095862346882644e-01,1.736594276735559106e-04
7.410069039237024979e-01,-9.362371115770505625e+00,-8.821277044862249062e-01,4.999999999460817435e+01,-1.503587873872263714e+01,-2.784704597912191493e-01,2.448281738907098770e-04
4.316857953893225019e-01,-1.006174092004248166e+01,-4.585630997276547438e-01,6.139499461812319980e-01,-8.260830575115123864e+00,-6.619300808126322710e-01,7.045723759802058339e-05
4.477872267592373223e-01,-1.068832227595514084e+01,-6.800731455818571636e-01,5.318354384037655702e-01,-8.170706476825476017e+00,-7.524843449550154828e-01,1.502462255302816629e-04
2.869005594598324493e-01,-1.092551044031607077e+01,-5.736634312605460861e-01,7.309893494566606087e-01,-9.775438697477987660e+00,-8.292528045877385345e-01,1.216940727317705750e-04
7.275124121844812608e-01,-8.013506838524758535e+00,-5.586417025766790001e-01,3.405617009354861002e-01,-1.013443118011883115e+01,-4.235294941838433913e-01,2.815955667756497860e-04
-2.221695903066303324e-01,-6.698083068374668159e+00,4.358820189566475212e-01,8.164901713215015899e-01,-8.869538130846466473e+00,-6.819610315034284609e-01,1.858024625107645988e-03
4.092370859192357990e-01,-9.788037485256765535e+00,-4.084323997610730950e-01,6.589659981929318899e-01,-7.984879108310561691e+00,-5.904256420371839509e-01,6.293360638665035367e-05
5.920622844735972112e-01,-8.830927065676519305e+00,-7.533788916048332895e-01,3.914393499973250479e-01,-1.063987681494200643e+01,-6.270812118044801764e-01,1.996468490688130260e-04
4.507769468030523030e-01,-1.059441271015566599e+01,-6.848433339395249009e-01,5.129707267091556666e-01,-8.086690110473975679e+00,-7.415752402311904801e-01,1.835296134231612086e-04
5.593407167764218313e-01,-8.217090940872811444e+00,-6.532898144388306072e-01,4.922580622989525256e-01,-9.868070771032202870e+00,-4.460515790447113216e-01,6.093050615163519979e-05
4.107356365983664270e-01,-9.397329203539179332e+00,-3.784660121888848150e-01,6.580211559537231247e-01,-8.153971955425415530e+00,-6.101926433113524784e-01,5.849989247508347034e-05
6.087687801045185143e-01,-8.219014749573354095e+00,-6.376291750881911691e-01,4.386332462316542835e-01,-1.040077868827460428e+01,-4.662438217541295393e-01,1.466626126784831285e-04
5.032193269573552730e-01,-9.826748167068942053e+00,-5.305209726905888434e-01,4.896375912029949928e-01,-8.060193256072892609e+00,-6.993491126878520481e-01,1.530855079181492329e-04
5.154651293153982294e-01,-1.071532953021897860e+01,-4.533902328474092580e-01,5.857401777011260746e-01,-8.236180622849566646e+00,-6.341246067125058117e-01,1.460134080843999982e-04
7.141527285788673574e-01,-8.415270691519522117e+00,-6.674152943169110452e-01,3.492711648599451935e-01,-9.370492795445292344e+00,-3.671096947448330150e-01,5.640934250550344586e-05
9.357137701017306242e-01,-1.128585510050085361e+01,-7.813758123804430689e-01,4.999999999998069455e+01,-1.253646869301157629e+01,-5.962909071097780185e-03,2.145807229680940509e-04
4.930354514273533328e-01,-1.086662404547605298e+01,-8.822847380817350205e-01,5.279535180526637728e-01,-1.085522633237688339e+01,-8.810115781732077433e-01,4.526975098997354507e-04
2.317315276604167695e-01,-9.493945694506010113e+00,-8.234064004350026833e-01,7.497810111552696277e-01,-9.500576930760891159e+00,-8.242976361685251385e-01,3.114110440947115421e-04
4.984318804353601307e-01,-9.300372634829484397e+00,-9.269038376951377334e-01,4.959123263106417490e-01,-9.304332238242942310e+00,-9.275195715735379265e-01,1.922871160786598921e-04
-1.015124846143282966e-01,-3.643851423168094072e+00,5.036157297353455187e-01,7.966251384753296749e-01,-8.051658378520288650e+00,-5.958040222542356767e-01,2.190830186009407043e-03
3.250822591625165958e-01,-1.167745157220912766e+01,-5.953376899366467079e-01,6.914643021805628731e-01,-8.547824107470711752e+00,-7.766274603733108739e-01,3.891391388606280088e-04
4.208561161134168338e-01,-8.255337946498967128e+00,-8.322147390306976478e-01,6.162909841300537872e-01,-1.038844576149726961e+01,-5.056792048864893196e-01,1.259982818737626076e-04
6.453447960213393175e-01,-7.934210872453151708e+00,-6.985042032556675329e-01,4.109440540548144338e-01,-1.054046149070811111e+01,-4.717403524002943827e-01,2.067418245133012533e-04
5.219304237487308873e-01,-8.008577597680792692e+00,-6.133056170730294410e-01,5.187582384936494373e-01,-1.003037616845212554e+01,-4.858847107464230874e-01,8.541749411961063743e-05
4.841177685135110709e-01,-1.072493864489118565e+01,-5.234093605586385145e-01,5.586139634166344958e-01,-8.871637411631340342e+00,-7.918514799406584093e-01,1.667123578954488039e-04
-1.367511720673377518e+01,-8.525575279759507907e+00,1.924509572992467810e+01,1.003192577687381792e+00,-9.317921928410626720e+00,-9.180682419602990141e-01,2.116926334565505385e-04
5.293430861670833654e-01,-1.010854849632838892e+01,-5.314248564484792547e-01,4.706352047061989063e-01,-8.060023850632662246e+00,-7.030558933480494099e-01,1.572153851157054305e-04
-1.386819986866980603e+00,-7.694096664315779321e+00,-7.497968013603033555e-01,2.145664437696559901e+00,-8.128953439424142502e+00,-7.913360675466375449e-01,1.059155911207199097e-03
-1.505551301607431780e-01,-5.162090672482845477e+00,3.914508261944881773e-01,8.398813912452016694e-01,-8.385969861667417646e+00,-6.104915103942075705e-01,2.012665616348385811e-03
-3.384281468470901899e+01,-1.089477281734564329e+01,-5.998772091393168582e-01,3.492970287364774862e+01,-1.092687762436693788e+01,-6.009282504700860228e-01,1.531028538011014462e-04
5.397469429387696804e-01,-7.723341722256330755e+00,-5.869955743479222665e-01,5.357411932655160580e-01,-9.844269615913265881e+00,-4.206336513661642074e-01,6.974540156079456210e-05
4.922956745941627910e-01,-7.595997861009355923e+00,-5.722194829414959383e-01,5.744698834360215667e-01,-9.701997706904741392e+00,-4.279892959197519886e-01,7.578148506581783295e-05
