3.258947123786035127e-01,-7.746495368263358827e+00,1.427678403358924264e+01,-1.279689703717410509e+01,-6.285905328417030757e-01,2.293737112033247122e-02
3.276525237139916724e-01,-2.910376899119887284e+00,1.330463808631682099e+01,-1.282392431414012002e+01,-6.277373333134982358e-01,2.267087705861988572e-02
3.309796225390262969e-01,-7.008151768644227175e+00,1.383485853005594279e+01,-1.265536644231000274e+01,-5.958335550924250823e-01,2.407472667847199155e-02
3.411479520456370262e-01,-1.301581233756670031e+01,7.704364198272211084e+00,-1.237054036938123502e+01,-5.869792205931607665e-01,2.243145075662154181e-02
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
4.782017275678069890e-01,-7.944393859062210517e+00,-6.573296660793744861e-01,-1.910512326439242159e+01,-1.360188641190300363e+00,1.263987439524790531e-03
4.760513428680676618e-01,-7.925935996203223866e+00,-6.465134196754205309e-01,-1.877215613287938112e+01,-1.304074905142606600e+00,1.140026525776187058e-03
nan,nan,nan,nan,nan,nan
4.672219972836251789e-01,-7.918094759921515013e+00,-6.522312112677883800e-01,-1.900316590690322371e+01,-1.344351783215946394e+00,1.240944936461510885e-03
4.839166184810766436e-01,-7.735256788266759997e+00,-6.121691861322766659e-01,-1.763819789972447794e+01,-1.139969924052169681e+00,4.050427333469792685e-04
4.890501812109077084e-01,-7.663113904098715068e+00,-5.954797744669584336e-01,-1.758961193486417685e+01,-1.123429053421734825e+00,3.448684333798629400e-04
3.606679817873391092e-01,4.780792459567723363e+00,1.349829623576694537e+01,-1.176849032602928879e+01,-5.296513643962791340e-01,2.045129078997030142e-02
4.851698751274332033e-01,-7.763229672772615331e+00,-6.241339924286352092e-01,-1.791880103519384093e+01,-1.188986282517932480e+00,4.294287243152232871e-04
4.839963972105227330e-01,-7.711416678651547230e+00,-5.961176729820075737e-01,-1.746536815472617832e+01,-1.098603934577578212e+00,2.806451808924711349e-04
4.946973424335785463e-01,-7.530859141164799375e+00,-5.660652876892290353e-01,-1.719045742338776961e+01,-1.053295897862442709e+00,3.154374875969498588e-04
5.016724599613852087e-01,-7.461505299318266005e+00,-5.386655562586699642e-01,-1.680466721104525618e+01,-9.753470617973666323e-01,2.038005045604794098e-04
5.016176743527476223e-01,-7.554388010635071815e+00,-5.595466162635124308e-01,-1.722624108726636649e+01,-1.044097184186687288e+00,3.917220766863109484e-04
4.940951578344749406e-01,-7.601697101713037696e+00,-5.827196792188459318e-01,-1.718211044260531750e+01,-1.062515147293876749e+00,2.376978691152338400e-04
