,Zeolite,Optimal temperature (K),Optimal temperature error (K),Tank capacity (mol),Tank capacity error (mol),Excess capacity (mol),Excess capacity error (mol)
0,DVB0-Crosslink25-0,92.16250000000066,10.240353692622291,1.9549740751922131,0.14046342263286477,-5.3175543230278794,0.8480037059951587
1,DVB0-Crosslink25-1,90.50000000000065,8.958096896104792,2.2348425303012136,0.1471871792507618,-5.150540211851664,0.7539199919031306
2,DVB0-Crosslink25-2,87.0625000000006,8.683740193603336,2.352552554613352,0.1498419097751925,-5.3229525955337635,0.798655802779262
3,DVB0-Crosslink25-3,95.73750000000071,5.696256994729163,2.934775972819329,0.15294489631138553,-4.002810397075052,0.5170088676560476
4,DVB0-Crosslink25-4,106.50000000000088,4.513036671687989,2.8237683040976527,0.1890339827675332,-3.4003612188291172,0.2180392047669309
5,DVB0-Crosslink50-0,110.38750000000091,2.392925771936976,5.340753808826209,0.20919647328254176,-0.6561032868438293,0.2213227344108772
6,DVB0-Crosslink50-1,102.67500000000082,1.9797411446954647,6.642421126317977,0.10635336852811209,0.19571021981100156,0.20321570827252777
7,DVB0-Crosslink50-2,100.55000000000081,2.237744400060054,6.499176211869717,0.09661523975832807,-0.08457233046845758,0.21145937511988924
8,DVB0-Crosslink50-3,105.56250000000085,2.526330095217208,5.1260215470016,0.17308158586401073,-1.1455618316851384,0.22821043849242273
9,DVB0-Crosslink50-4,101.76250000000081,2.411398712365953,6.005200971227886,0.11611998446807367,-0.5005302335139565,0.22419840366462113
10,DVB0-Crosslink75-0,97.52500000000074,2.0638253317565707,9.057173172461987,0.11393865938136868,2.2695739531193166,0.13769988418835638
11,DVB0-Crosslink75-1,95.25000000000071,1.860779406592867,10.357990000796319,0.20726878875745733,3.4087157709570826,0.17432811746400614
12,DVB0-Crosslink75-2,97.47500000000073,1.9866743568084104,8.793749940788746,0.09241653163795156,2.002891036708607,0.13203602756621222
13,DVB0-Crosslink75-3,98.90000000000077,1.5732132722552532,9.105002659332753,0.13674445577730618,2.413027974158478,0.1465937102698833
14,DVB0-Crosslink75-4,94.1000000000007,1.9098429254784535,9.589442292678356,0.14154349433030855,2.555042472684773,0.13315851637181658
15,DVB0-Crosslink100-0,92.50000000000068,2.395829710142221,10.873046042299272,0.27831078878078064,3.715119007250016,0.20829857276068384
16,DVB0-Crosslink100-1,88.48750000000061,2.3459739448681307,12.689875674891471,0.40933526755838373,5.207164780410539,0.3758832155331919
17,DVB0-Crosslink100-2,91.41250000000065,2.3245631309990573,11.646423221588137,0.3508958762521454,4.403542306176095,0.2554656342095157
18,DVB0-Crosslink100-3,93.52500000000069,2.4833193511910996,11.709348365342617,0.30666780185248005,4.629634929346029,0.2500612786060849
19,DVB0-Crosslink100-4,85.10000000000056,2.2577643809751606,12.554770032393932,0.43926219067299616,4.774197967296435,0.41028881415268653
20,DVB10-Crosslink100-0,92.30000000000067,2.178875856950124,10.947301789855956,0.2698350615287683,3.774675068666359,0.20798195340342152
