5.313066944196540575e-01,-9.211517180300750951e+00,-7.630199551467142793e-01,-2.618730240652921282e+01,-1.762968887208097746e+00,1.493642811731925269e-03
5.467564094681591769e-01,-9.237491355365667900e+00,-7.555287302271284089e-01,-4.999999956025084913e+01,-3.553986971974752329e+00,4.218639403260338906e-03
5.289989238060632815e-01,-9.151021160571710666e+00,-7.471808375402099189e-01,-2.490525881467869240e+01,-1.659232837367919045e+00,1.316784196381184848e-03
5.400796576548059225e-01,-8.731466106861180521e+00,-7.152823056949233482e-01,-2.198246444470660066e+01,-1.408362708911419459e+00,6.893838207861920607e-04
5.099122838565163240e-01,-8.799520101128653238e+00,-7.532389357814224251e-01,-2.302642093674273482e+01,-1.635050688301972421e+00,1.701017998147615106e-03
5.558502120444697159e-01,-8.564121823764732966e+00,-7.421978958788254532e-01,-1.909059314002210428e+01,-1.197258581140936196e+00,3.600727432575515519e-04
5.328977324069928967e-01,-8.330922911754505833e+00,-7.034822715279086536e-01,-1.848199689853395000e+01,-1.174268673773833038e+00,1.879748360668006570e-04
5.470464181139744753e-01,-8.228715985834318403e+00,-6.742841623674691309e-01,-1.848861565619282743e+01,-1.123335811638161763e+00,1.685703722750191006e-04
5.716852951299297159e-01,-8.506764281185976273e+00,-7.130092655180673145e-01,-1.963966674509149613e+01,-1.192756668983695700e+00,4.988921333520431869e-04
5.504945319496369338e-01,-8.254141000212776191e+00,-6.796683162623130547e-01,-1.888236170007681736e+01,-1.151028799470120711e+00,2.264045354005819516e-04
5.555919363291074164e-01,-7.949476148080839799e+00,-6.306185548959558629e-01,-1.821233188896037447e+01,-1.065279621987572201e+00,2.066248241443230502e-04
5.429002098048841818e-01,-7.886758193288004648e+00,-6.187470549375324591e-01,-1.786028745505633708e+01,-1.053822083437921275e+00,1.303815757027613933e-04
5.549469214462804389e-01,-7.959130053681190198e+00,-6.321041722828785181e-01,-1.831545153441351914e+01,-1.075129287853721305e+00,2.147495445045698777e-04
5.343447638011801226e-01,-8.001234584675877670e+00,-6.495015084883084544e-01,-1.795181268852972067e+01,-1.101285352228062342e+00,1.312533703201448139e-04
5.571898330671681832e-01,-7.925541895475388898e+00,-6.143369836998774369e-01,-1.827893665314833527e+01,-1.053654691392825304e+00,1.821225256325364951e-04
5.591925161135808953e-01,-7.732686372140344488e+00,-5.863914712198555756e-01,-1.781482239872529405e+01,-1.001735787549541179e+00,1.761308302539447328e-04
5.615721594407383499e-01,-7.619896424607058627e+00,-5.568197481283561068e-01,-1.772492465421456487e+01,-9.700830882591875426e-01,1.620388835375412620e-04
5.608522686794185086e-01,-7.774661886612877382e+00,-5.847922601136087417e-01,-1.763797597314807319e+01,-9.805838925268121065e-01,1.388948934509303204e-04
5.555457231579635780e-01,-7.760730684237485022e+00,-5.938514948209379085e-01,-1.762988141710271961e+01,-9.988184593255031718e-01,1.481354937440287661e-04
5.044352401115941298e-01,-6.910067303852405196e+00,-4.709553049796065816e-01,-2.258307286712689788e+01,-1.559063970263525167e+00,7.871750526819740884e-03
5.592389516338804878e-01,-7.867604110384229799e+00,-5.998529933586179697e-01,-1.782257671205086780e+01,-1.005577811154817702e+00,1.681385869650705374e-04
5.053270830134621860e-01,-7.111530022318407696e+00,-5.037693427805691737e-01,-2.155736396189917770e+01,-1.469511604383445746e+00,5.058759142322277573e-03
5.045506187914888807e-01,-6.978416617097985331e+00,-4.813407940291530851e-01,-2.241146011381654191e+01,-1.545594998576328871e+00,7.245735698758071913e-03
5.607006337354193404e-01,-7.702474028959719554e+00,-5.646889434730737456e-01,-1.791408090965395061e+01,-9.867143763731826001e-01,2.166441604770973171e-04
5.602898480811678850e-01,-7.770709742371495921e+00,-5.848210030097310552e-01,-1.766325666774629610e+01,-9.842213498446387154e-01,1.661026867917244059e-04
5.597088201054221113e-01,-7.816166421859230162e+00,-5.905790877538796835e-01,-1.783841173144319114e+01,-1.000684577595295499e+00,1.692591987926717772e-04
5.534122728349957221e-01,-7.919062290477302035e+00,-6.142936312710411961e-01,-1.800085643650469436e+01,-1.039000731205400152e+00,1.674254944153010351e-04
5.462550289534379155e-01,-8.003190877440362172e+00,-6.310768808840510058e-01,-1.794112352665591104e+01,-1.056996630122959857e+00,1.630241593904224132e-04
5.599705748863175181e-01,-7.823928586309440547e+00,-5.850865185531247681e-01,-1.801271609839842824e+01,-1.007179860520287962e+00,1.581962232609539828e-04
5.571987366237414196e-01,-7.953764619104767064e+00,-6.218988393419784266e-01,-1.810489062612420241e+01,-1.045548848066902181e+00,1.874807570656621819e-04
5.597236995568813933e-01,-7.850597336384018021e+00,-5.858513954941553248e-01,-1.816882165167031360e+01,-1.018169485455572509e+00,2.057253593473459059e-04
5.582114105923947633e-01,-7.942403122186448172e+00,-6.072627388231911505e-01,-1.833220054604270288e+01,-1.047646583062307180e+00,1.885379488096203498e-04
