1.068000167613701423e+00,-1.168127288007118025e+01,-8.038773720013199231e-01,5.607698833414919148e-01,1.811228197556207084e-03
1.067079049956186410e+00,-1.163489573464045002e+01,-7.970651303397177090e-01,5.688047347140255949e-01,1.582560599593771117e-03
1.066708433801675904e+00,-1.150935809889577754e+01,-7.830674882548884774e-01,5.772990480040904870e-01,1.339776579326511230e-03
1.062291828247453163e+00,-1.083702118449205720e+01,-7.350921756023168774e-01,5.831603682647396036e-01,1.553279769204655558e-03
1.058547710086443772e+00,-1.119700232492795955e+01,-7.873907614498785179e-01,5.565335774968649396e-01,2.162192521694723292e-03
1.046996186603782020e+00,-1.032669182901550720e+01,-7.346633173379415460e-01,5.708299111707060280e-01,1.681326742479119984e-03
1.045587546705496473e+00,-9.937928610130555285e+00,-6.857611176346182225e-01,6.070651317469043518e-01,1.268387326129816889e-03
1.049961898835010787e+00,-9.821310408014861437e+00,-6.615063784673077540e-01,6.152990447308147592e-01,1.460050077721589644e-03
1.049234351887271099e+00,-1.027457898238538192e+01,-7.168044125144161782e-01,5.853704373651721360e-01,1.531845473037737448e-03
1.052654644290362818e+00,-9.948616044259045665e+00,-6.731770232564542322e-01,6.017251041443339998e-01,1.476466487268590123e-03
1.055155772291367589e+00,-9.478321696436466937e+00,-6.163897487492108196e-01,6.280797272396452247e-01,1.334883701671372080e-03
1.052514941503356338e+00,-9.328489652757657069e+00,-5.993358407517682673e-01,6.505491535688361360e-01,1.088390069653582875e-03
1.055606769951640711e+00,-9.511839377931586625e+00,-6.193121926368687635e-01,6.260371466332270707e-01,1.240670305628986886e-03
1.048180241991667927e+00,-9.491775051182930412e+00,-6.293591596833153501e-01,6.343205879928225377e-01,1.179338168207266953e-03
1.056948537320918868e+00,-9.415372795389853167e+00,-6.001868970045175500e-01,6.445088521763746581e-01,1.193384357515760727e-03
1.059138366603183279e+00,-9.131397643330616987e+00,-5.668883383378831020e-01,6.592518564061230490e-01,1.074688895480453753e-03
1.064709427918460349e+00,-8.962256897832286739e+00,-5.351852379727176645e-01,6.796383463468795849e-01,9.671782329847239228e-04
1.057505945795876201e+00,-9.094733656481821527e+00,-5.615621011007368990e-01,6.711195855441935976e-01,1.135560360599673687e-03
1.054977114710730079e+00,-9.119486466522770840e+00,-5.719286355118746723e-01,6.632421433288347989e-01,1.097349177117861460e-03
1.076115106544500266e+00,-8.952843454988151706e+00,-5.157155898256364779e-01,6.824567813138778805e-01,1.109365603288614771e-03
1.054830342160178347e+00,-9.222677841663783127e+00,-5.792048172163251074e-01,6.657875208472776585e-01,1.079948322733818248e-03
1.064918119711382838e+00,-9.056552710931850214e+00,-5.394299450740804858e-01,6.862165451680179995e-01,9.569090646275401181e-04
1.072887948958265447e+00,-9.001934670574936348e+00,-5.243283287905468049e-01,6.820940464313350882e-01,1.086744478155000568e-03
1.066028475355223604e+00,-9.072187685471408969e+00,-5.437060873147735451e-01,6.741831655532265488e-01,1.098573869671766283e-03
1.056381094384776675e+00,-9.092041885400862000e+00,-5.624713042910814975e-01,6.737165594667883228e-01,9.844993712400213707e-04
1.056904286970450801e+00,-9.175256637913722813e+00,-5.703109800688558328e-01,6.685630637734768511e-01,1.069144153128714306e-03
1.054059667277030599e+00,-9.348041381461186461e+00,-5.964847910850513690e-01,6.532621364039926659e-01,1.114284172838609418e-03
1.050579194116070036e+00,-9.428722428199389327e+00,-6.113690614602454998e-01,6.501263978441664815e-01,1.099917114954943737e-03
1.059880946218290099e+00,-9.203311134778720870e+00,-5.661554458897967157e-01,6.705101412378080550e-01,1.122453232327342947e-03
1.054525146281761305e+00,-9.415171080928717018e+00,-6.055237934016425294e-01,6.428405152341580830e-01,1.245458679338817256e-03
1.060861827493169596e+00,-9.250812687020058434e+00,-5.683213041809778154e-01,6.700733580679076873e-01,1.097717828002470414e-03
1.057794588121917068e+00,-9.403356857896154608e+00,-5.927080824966759476e-01,6.549697107913307059e-01,1.170945326155267349e-03
1.053825938497236603e+00,-9.733628528268289060e+00,-6.388808229321348842e-01,6.297541056350578481e-01,1.189218521891944724e-03
1.054081980649822059e+00,-9.397335463223020824e+00,-5.982974248464385525e-01,6.571500136188825891e-01,1.210225589752141106e-03
1.057248995979820805e+00,-9.490068640494538244e+00,-6.026569296929494834e-01,6.505025135185497076e-01,1.180250686253959567e-03
1.054957066493401818e+00,-9.815239072369946527e+00,-6.511438119821114645e-01,6.138154575111626210e-01,1.447561006117071680e-03
1.067707753861800057e+00,-9.973439121188897971e+00,-6.436132373384264582e-01,6.059962761402706288e-01,1.450350958083859200e-03
1.055107815251458137e+00,-1.021737542397893606e+01,-6.899681362058919243e-01,6.008012170441822120e-01,1.488698814756190788e-03
1.050201988444672274e+00,-9.616195864534827109e+00,-6.283873976427217789e-01,6.473801341992286851e-01,1.240270276397766134e-03
1.065075609536043633e+00,-9.509973938681975270e+00,-5.918701507516022087e-01,6.467863168772525206e-01,1.111022000764255117e-03
1.065248782473405820e+00,-1.003487147414346303e+01,-6.542692943417479645e-01,6.032275266251041490e-01,1.421690538721627831e-03
1.056032544653053851e+00,-9.786137856467185259e+00,-6.367928041317045817e-01,6.330933693204898738e-01,1.272792222147334619e-03
1.053692235715675940e+00,-1.023010177083607175e+01,-6.862033214282025062e-01,6.150064177696993317e-01,1.528246004434255078e-03
1.060992789147697346e+00,-1.027768923931208001e+01,-6.863959010405666916e-01,5.940465616607092381e-01,1.700117154689009336e-03
1.057658560325639652e+00,-1.019409809497419594e+01,-6.814974095477348559e-01,6.030846879245062020e-01,1.437788087885727081e-03
