,Zeolite,Optimal temperature (K),Optimal temperature error (K),Tank capacity (mol),Tank capacity error (mol),Excess capacity (mol),Excess capacity error (mol)
0,DVB0-Crosslink25-0,45.0,0.0,4.662567263882991,0.09502045813553377,-10.041193995572279,0.09502045813553413
1,DVB0-Crosslink25-1,45.0,0.0,4.679510243051882,0.09744037667443703,-10.024251016403387,0.09744037667443686
2,DVB0-Crosslink25-2,45.0,0.0,4.677174506777164,0.10322865296182678,-10.026586752678107,0.10322865296182739
3,DVB0-Crosslink25-3,45.0,0.0,4.781465672123071,0.12074516695133387,-9.922295587332199,0.12074516695133374
4,DVB0-Crosslink25-4,50.962500000000084,15.775292192222844,4.7406054198387615,0.19780867773224972,-9.01740420520979,2.360509413372032
5,DVB0-Crosslink50-0,90.92500000000064,13.47634501636127,5.644531862939055,0.11411797025056905,-1.7958874273772312,1.1752692740646076
6,DVB0-Crosslink50-1,93.51250000000068,5.4031096370516885,6.662883737101575,0.038537813852617765,-0.43711308852200315,0.444035283916114
7,DVB0-Crosslink50-2,90.40000000000066,6.2217360921210005,6.618256429741265,0.041522659094302763,-0.7376105659426455,0.5429387548063824
8,DVB0-Crosslink50-3,87.11250000000061,10.294226233671134,5.614569256032439,0.08332527918508437,-2.0829713616154324,0.8866536566043338
9,DVB0-Crosslink50-4,88.95000000000063,7.573473443539736,6.264828545202607,0.048828202927107496,-1.229337349848137,0.652886526855899
10,DVB0-Crosslink75-0,90.92500000000064,3.6478589610894208,8.447488782335526,0.10670539239790297,1.1588618866654095,0.25613626530675726
11,DVB0-Crosslink75-1,90.33750000000065,2.924439048775037,9.3943759508406,0.1728030789354367,2.0623959947386052,0.2111544270552229
12,DVB0-Crosslink75-2,90.65000000000065,3.5920050111324118,8.266769567755293,0.08487109487412214,0.9562790900429016,0.26366801200934176
13,DVB0-Crosslink75-3,92.8625000000007,3.4003446516493483,8.43895987336749,0.11035344710935448,1.3041709260794878,0.24831366421362122
14,DVB0-Crosslink75-4,88.4750000000006,2.840224462960673,8.893380761215637,0.12720820068518612,1.4072358167546202,0.22317639326920585
15,DVB0-Crosslink100-0,85.20000000000057,7.5466880152820455,9.855856910612923,0.15515987390427066,2.0162050624267263,0.9053031741931836
16,DVB0-Crosslink100-1,82.86250000000055,7.149814245838943,11.21465609668791,0.2204571264664552,3.1573456692904314,0.9583381517055538
17,DVB0-Crosslink100-2,84.71250000000057,7.328955843092627,10.412516254385626,0.20936012634268059,2.5313789131170488,0.9563346136166799
18,DVB0-Crosslink100-3,86.37500000000057,7.658614430822436,10.39654953850877,0.19187540140244508,2.663408724907366,0.9544314698249433
19,DVB0-Crosslink100-4,79.6875000000005,6.540152425593858,11.225479268221287,0.24263177397289284,2.8551074030937116,0.9049866183190318
20,DVB10-Crosslink100-0,85.28750000000058,7.31410238853692,9.887893528137926,0.18025219983558516,2.061168850779444,0.9306500485917432
21,DVB10-Crosslink100-1,81.35000000000052,6.777167549943067,10.649410200357687,0.1786686591879665,2.447376242120478,0.9260530562140744
22,DVB10-Crosslink100-2,80.1000000000005,6.5602972493631135,11.014581223012943,0.2168584181283419,2.6874322384550995,0.9123021362901927
23,DVB10-Crosslink100-3,82.06250000000053,6.892194407443927,10.560066045410862,0.18838649070200644,2.4285834433065507,0.9119416454373777
24,DVB10-Crosslink100-4,84.86250000000055,7.359337181431597,10.231734129107657,0.19625385795752281,2.3636148945832796,0.9610837123784656
25,DVB20-Crosslink100-0,84.60000000000055,7.278564418894807,9.636285819190373,0.1667203690698939,1.7451604186881209,0.923746190601296
26,DVB20-Crosslink100-1,89.06250000000063,2.5821200107663844,9.095095008772104,0.16096021070919556,1.6596876777044867,0.21365159385642457
27,DVB20-Crosslink100-2,90.12500000000064,2.9303370113350873,8.749461201032691,0.14633126480428285,1.4001188243942657,0.1999050672696216
28,DVB20-Crosslink100-3,83.38750000000054,7.197818679989196,9.61557946188653,0.15172622398267846,1.6095087865265525,0.8972922445357059
29,DVB20-Crosslink100-4,89.50000000000063,3.0282007859453874,8.683381031812797,0.13557410616437593,1.2821263265772034,0.22074855714756916
30,DVB30-Crosslink100-0,82.82500000000053,6.938074300553527,9.768607210987886,0.15754906175092884,1.712497575992161,0.8936075636103851
31,DVB30-Crosslink100-1,84.45000000000056,7.244998274672084,9.006011880628567,0.128162809048324,1.1023011110206102,0.8550139612273754
32,DVB30-Crosslink100-2,87.6000000000006,4.708237462150845,7.582204522590465,0.07258135476032702,0.0070264116974742,0.4100731653276849
33,DVB30-Crosslink100-3,87.51250000000061,2.5663385883394656,8.560737935303257,0.15191902846408298,0.9935716638001306,0.23924636072710698
34,DVB30-Crosslink100-4,84.32500000000056,7.258400305852624,8.305478074149685,0.10224723818007628,0.38993342552755517,0.8177421754481111
35,DVB40-Crosslink100-0,88.17500000000061,5.935223247696836,6.90174809558513,0.05294124005892043,-0.6375011180548406,0.5290080590869722
36,DVB40-Crosslink100-1,76.93750000000045,4.361747786151848,6.96068961417636,0.08513421556262066,-1.6665588752618254,0.5582442717004906
37,DVB40-Crosslink100-2,85.27500000000057,7.357096913864973,6.353950765942359,0.09089950989473779,-1.4613682682526654,0.6493685409893989
38,DVB40-Crosslink100-3,88.4125000000006,3.017216225264646,7.481000475159247,0.09713395381655772,-0.011506165602705343,0.2171604094645638
39,DVB40-Crosslink100-4,81.91250000000052,6.812385320135772,8.10912842245462,0.11747448845150267,-0.03454154181128155,0.7655264801640554
40,DVB50-Crosslink100-0,77.61250000000045,4.554788002750577,6.547550557644585,0.0678014769847947,-2.006221578114538,0.5479104813225437
41,DVB50-Crosslink100-1,85.07500000000057,4.427118137118161,6.876429495675336,0.07641250068045646,-0.9223745677473769,0.4021885925269767
42,DVB50-Crosslink100-2,84.88750000000056,6.392854898243909,6.203440384075464,0.08045760772515397,-1.6352043933331821,0.5700596251184028
43,DVB50-Crosslink100-3,75.92500000000045,6.1592917612336775,5.915686571173464,0.058292785178790114,-2.8512256559855937,0.6992871873582848
44,DVB50-Crosslink100-4,81.71250000000052,6.321478762916246,6.267012331430501,0.0779165729844724,-1.8774819337330566,0.6502234918910754
