,Zeolite,Optimal temperature (K),Optimal temperature error (K),Tank capacity (mol),Tank capacity error (mol),Excess capacity (mol),Excess capacity error (mol)
0,8056830,70.62500000000037,3.6437446397902784,17.739154287672044,1.563573349799997,8.34618972144208,1.5760879421618275
1,8080784,104.75000000000085,1.6062378404209252,7.608269883328676,0.3157876111124268,1.2901332913746368,0.3197350865544466
2,8087188,88.55000000000062,1.6023420358962315,10.422919864702223,0.4101221078512126,2.9482269215520875,0.3409830896123089
3,8206103,97.37500000000074,2.1827448316283187,10.36575716496706,0.3182566617328481,3.567318306741076,0.296211114845612
4,8206155,105.17500000000086,0.9858372076565308,8.41250755761862,0.12148209215536811,2.12082671684069,0.14897931959341812
5,8206186,97.15000000000073,2.297281001532062,9.185862869417667,0.2572882342534429,2.371274534940566,0.2004248749123168
6,8214411,110.77500000000093,1.4745762103058861,9.109476243114472,0.3099062434300847,3.1353244610490565,0.26905392098496556
7,8255418,93.4875000000007,1.9042304876248841,11.914942058992388,0.4502506612821573,4.834387281696513,0.37661544565655036
8,8265201,77.38750000000046,1.8509710289467234,13.5730569699049,0.732044542438359,5.018140655765174,0.7300022131403707
9,8265611,93.3875000000007,4.049209027699173,11.200274163663387,0.46901271863581023,4.102123129850324,0.41740311072612296
10,8265828,89.57500000000063,2.9252136674096545,9.310255003869534,0.31506774637788354,1.9157030103416022,0.22103533969116143
11,8267423,92.57500000000067,1.9389107766991536,8.451411624264717,0.16311780317460942,1.3009506887101878,0.11678378029773523
12,8268490,95.97500000000072,1.6768646337734254,8.727632503974439,0.17599770181078875,1.8313858976626038,0.25042481707919295
13,8268700,104.50000000000085,1.4966629547095986,8.023942689287663,0.1401744246075426,1.6908911696057287,0.120963165179853
14,8274307,90.32500000000064,2.5173150378925935,8.164146220386028,0.21951694763253818,0.8331317887200861,0.2256629653350501
15,8283850,101.8375000000008,1.0652904533506504,9.314297365558149,0.22281501226377312,2.8162847732168212,0.1793641779636507
16,8287620,99.15000000000077,1.8152134860671607,8.85120292544365,0.21173828311994763,2.1755571102207663,0.17853011262174745
17,8287803,98.72500000000076,3.1419540098480567,7.941245489907265,0.07270601094334517,1.2324401026875345,0.16969496800193457
18,8289148,104.85000000000085,1.765644358300982,7.897011162543296,0.25795770849909305,1.5845939320514693,0.21151745746563788
19,8289716,96.43750000000074,1.6232201791500969,10.366336172842978,0.3207598322806583,3.5032647459490565,0.2715192390544181
20,8292668,87.1125000000006,1.7933470801827809,11.838707063305378,0.3898811930120262,4.239940412325507,0.37029073452075073
21,8292962,91.55000000000067,2.414539293529961,9.917681244766712,0.19901637892401394,2.685276946450573,0.1930421240319079
22,8293280,107.52500000000092,1.2018215341722065,9.479172351360322,0.24042503270226906,3.3247646829806397,0.25093670405905866
23,8312155,90.25000000000065,2.335594142825366,11.753599033248424,0.6449872722120363,4.417332419423722,0.48300632036913643
24,8312223,85.83750000000057,1.9621018704440687,11.946822816574574,0.5520756386232347,4.234527403991878,0.40979679631320803
25,8313037,92.72500000000068,2.2106277389013584,10.604933435571192,0.48451603215143335,3.4651149287362797,0.3483590672099995
26,8313042,94.2000000000007,2.2660538387249645,10.429164474856854,0.38505161525941245,3.401043041560941,0.28558598615902325
27,8315144,96.46250000000073,1.4653817761935166,9.554232870602608,0.16370330730896773,2.6933334796532806,0.1410506652709911
28,8318459,91.66250000000068,1.7761879827315814,7.570878578388691,0.21388930639562434,0.34963834070513833,0.1462213050521173
29,8319320,87.3875000000006,1.3651350665776796,12.586442207765579,0.5438185033550079,5.012970411353928,0.4496179581884752
30,8321874,114.35000000000099,6.823122452367485,5.389068585759402,0.48950831267294304,-0.4187496334224359,0.2585046296332159
31,8322959,113.92500000000098,8.305984288451429,6.003275250387192,0.8083670103452347,0.15840171571183737,0.3372659309472874
32,8325096,94.50000000000071,1.8560711193270807,7.726605143630504,0.1542807397458845,0.7221190937133829,0.0963234197104223
33,8326559,104.91250000000085,3.211867642042598,9.119517986679078,0.20273315477324316,2.806724400606454,0.33834853105590046
34,8326730,95.58750000000073,1.918617666446368,10.116951989781855,0.34047845723815007,3.1920450006330965,0.28350800020656747
35,8326866,96.61250000000072,2.28770490885519,9.751962077736856,0.3610045470777848,2.8994775309436562,0.26245879748490164
36,8329937,106.33750000000087,12.30801948934126,5.616508502489329,0.544010666272473,-0.7092570022859489,0.969408730559897
37,8067418,89.41250000000063,3.342692589814432,9.725563692092898,0.21970270533420916,2.3149160004699776,0.2532901835613147
38,8078629,86.48750000000058,1.2200794031537636,14.122093288314344,0.703434020294313,6.470134772472253,0.6250507786170929
39,8084708,89.28750000000062,1.7982196056099762,11.9503324285388,0.5458673802720153,4.536822001662564,0.45426229329500195
40,8133379,112.22500000000096,2.451912518831,7.670964457231761,0.19343879907744935,1.7722554601512155,0.26233708369241276
41,8194023,92.45000000000068,2.242208732477896,9.756411991763116,0.2236974926655339,2.595180361087173,0.13446530637966383
42,8268600,90.40000000000065,4.566180022732412,8.413741869282724,0.3262279954566163,1.0752060018070497,0.4395689730988296
43,8286937,81.95000000000053,1.9729419656949139,14.108698970198631,0.8584411332528623,6.029908288216064,0.7236021042393005
44,8287056,93.26250000000068,2.255514076657502,10.082814074707033,0.4586392497044925,2.983986297492596,0.3516847634423103
45,8298667,100.4625000000008,1.5288373850740526,9.775093676674366,0.5848128028779024,3.187356969971049,0.5302120844478154
46,8301472,115.98750000000099,1.499531176734939,8.171199867588282,0.19824991871985764,2.465598997697907,0.20388123065633457
47,8307693,85.10000000000058,1.7965244223221903,14.234773459553717,0.8060893171690757,6.456092807021313,0.6991396512078001
48,8312978,92.75000000000068,2.127792283095352,11.63616352403164,0.5270182816244877,4.498556317373756,0.39715702537705505
49,8315436,96.12500000000074,1.8219152011002295,12.64452033829689,0.44174242209917225,5.758669573511103,0.34067698430543775
50,8315703,93.03750000000069,1.9646485054584468,10.057130948221683,0.23576522272079783,2.942113041576369,0.16913936602703616
51,8316304,90.36250000000064,1.9403205276448807,10.365481658625603,0.19759449616108746,3.039651042504178,0.0882437777638348
52,8316376,71.07500000000037,5.182361913259316,15.89044954459667,1.0555885174235466,6.527674945029872,1.5283350309104637
53,8317141,107.5875000000009,1.0787000278112697,8.424966920393706,0.24209776244260106,2.2742877029117095,0.2140977482714478
54,8317769,113.61250000000098,1.7510264846655168,9.148034034454822,0.301897462676521,3.3227434379822816,0.3434615477256351
55,8318323,74.66250000000042,2.6062125297066987,17.031836392092707,1.1084642138893404,8.158945631874357,1.0612268202084643
56,8318347,79.11250000000048,1.4425996499375908,15.23620596921444,0.7978265859605392,6.86977041870299,0.779477640655322
57,8323183,93.03750000000069,2.5029669893948228,12.607042704832555,0.4018037075092568,5.49013824457635,0.3420915328650544
58,8323211,85.48750000000057,2.3121621374808803,12.300611767792702,0.7684235925993175,4.555038665163426,0.6089386529726384
59,8323836,84.13750000000057,1.5874015717517962,12.880700882947444,0.6097801282006783,5.013764391775117,0.5404457619353443
60,8324002,84.03750000000056,1.4585416517878613,13.078239890980722,0.6527922073004119,5.2023449300914475,0.5670313504448867
61,8325000,97.27500000000074,1.7304262480672445,10.594822845458985,0.47073262471034744,3.79065966006073,0.37855194169800466
62,8326122,69.95000000000034,5.312720583655873,16.91940817759037,1.2491538209730215,7.402078590005724,1.644889920112467
63,8326877,88.27500000000063,2.2933327277131315,10.138119119167328,0.3159931904954337,2.637509821065697,0.27292188613089596
64,8328497,98.02500000000074,2.696177850216897,10.064076759862902,0.3408176486487176,3.3089908854299055,0.2874309722492005
65,8328498,99.60000000000078,1.6301840386901316,10.690881561720373,0.3799829598377319,4.045859803097471,0.3044227645842913
66,8328529,107.2625000000009,1.4568266025852437,8.503170711070299,0.22177452414878865,2.333332403126251,0.2096851050619393
67,8329212,83.90000000000055,3.4914180500192686,9.617796016395094,0.4353243953165878,1.7175481686241818,0.5835587761278075
68,8329795,92.6750000000007,1.5473768125443976,11.496827843916417,0.3396515137775785,4.355186311629654,0.2527681429205463
69,8331121,85.95000000000059,1.9052558883257884,12.514569055390359,0.6819776237229752,4.812621579004298,0.5349330945394194
