1.179765820503234863e+00,4.525359570980072021e-01,-3.820117563009262085e-02,-8.556249141693115234e-01,-4.707299768924713135e-01,3.673810570035129786e-04
1.060546398162841797e+00,-4.876743257045745850e-02,-2.420950084924697876e-01,-8.028683662414550781e-01,-4.749157726764678955e-01,1.098461580113507807e-04
1.105413436889648438e+00,6.823357939720153809e-02,-2.073553204536437988e-01,-8.468677997589111328e-01,-5.060647726058959961e-01,4.768780490849167109e-05
1.104430556297302246e+00,4.580783098936080933e-02,-2.397932112216949463e-01,-8.164464831352233887e-01,-4.789454042911529541e-01,7.558950892416760325e-05
1.059271574020385742e+00,-8.142595738172531128e-02,-3.042728304862976074e-01,-7.865660190582275391e-01,-5.491328239440917969e-01,6.586577364942058921e-05
1.099125385284423828e+00,2.038131467998027802e-02,-2.515572011470794678e-01,-8.175732493400573730e-01,-5.002858638763427734e-01,2.678845339687541127e-05
1.046559214591979980e+00,-1.126449704170227051e-01,-2.294364869594573975e-01,-7.276962399482727051e-01,-4.752344191074371338e-01,4.689747584052383900e-05
1.095424175262451172e+00,2.787217311561107635e-02,-2.278390973806381226e-01,-8.339152336120605469e-01,-5.037959814071655273e-01,1.985199924092739820e-05
1.149223566055297852e+00,3.494456112384796143e-01,-1.019705981016159058e-01,-8.092515468597412109e-01,-4.542564153671264648e-01,5.116544343763962388e-05
1.110083341598510742e+00,1.402164697647094727e-01,-1.760378926992416382e-01,-7.799115180969238281e-01,-4.514595568180084229e-01,1.501930993981659412e-03
1.114487409591674805e+00,5.368025600910186768e-02,-2.462893724441528320e-01,-8.576956987380981445e-01,-5.298741459846496582e-01,7.154331979108974338e-05
1.099646806716918945e+00,1.950873993337154388e-02,-2.647266387939453125e-01,-8.399016857147216797e-01,-5.424836874008178711e-01,9.646319085732102394e-05
1.091903328895568848e+00,-4.814937710762023926e-02,-2.951138317584991455e-01,-8.714910745620727539e-01,-5.696683526039123535e-01,8.973104559117928147e-05
1.064997315406799316e+00,-1.100338175892829895e-01,-2.558642029762268066e-01,-7.399715185165405273e-01,-5.419460535049438477e-01,2.691503686946816742e-05
1.111387133598327637e+00,8.296487852931022644e-03,-3.046293854713439941e-01,-8.652803301811218262e-01,-5.880635380744934082e-01,5.841560778208076954e-05
1.053448319435119629e+00,-8.780021965503692627e-02,-2.517729401588439941e-01,-7.734596729278564453e-01,-5.374349951744079590e-01,1.956569321919232607e-04
1.079399108886718750e+00,-3.799381898716092110e-03,-2.562582492828369141e-01,-7.883810997009277344e-01,-5.109735727310180664e-01,5.623431206913664937e-05
1.112423658370971680e+00,2.101290971040725708e-02,-3.137668073177337646e-01,-8.177667260169982910e-01,-5.515353679656982422e-01,4.996475399821065366e-05
1.071766138076782227e+00,-3.730471432209014893e-02,-2.380754500627517700e-01,-7.175788879394531250e-01,-4.839058518409729004e-01,5.936910383752547204e-05
1.079681396484375000e+00,8.652463555335998535e-03,-2.242522984743118286e-01,-7.960007786750793457e-01,-4.934718906879425049e-01,1.921790862979833037e-05
