,material,pressure,temperature,delta_e,delta_e_err,delta_h,delta_h_err,delta_pv,delta_pv_err,delta_gt,delta_gt_err,q_st,q_st_err
0,8056830,1.0,275.9,-1.564506106722063,0.01670979379408688,-3.859739340307208,0.018185702367528922,-2.295233233585145,0.0014759085734419308,0.7516908393442849,0.05027657419647735,-3.875405436425652,0.03361422653463375
1,8067418,1.0,275.9,-3.3650287247702986,0.007752314015917916,-5.657761653247775,0.008134021829449889,-2.2927329284774762,0.00038170781353175087,0.8026583527240173,0.030205087603682457,-5.637180142326704,0.02852717044917563
2,8078629,1.0,275.9,-3.0855633298456384,0.16349660657229914,-5.384145196083037,0.16450118144481873,-2.2985818662373987,0.0010045748725195924,0.5938463789725401,0.045191757616356236,-5.361808643007732,0.17600557536750694
3,8080784,1.0,275.9,-3.802010937588925,0.00108391991695167,-6.102670985996028,1.6180882322913703e-05,-2.300660048407103,0.0011001007992750278,1.557381447458186,0.06800557584222011,-6.095867321877513,0.00810904218597619
4,8084708,1.0,275.9,-3.0091026724676837,0.021425182817794042,-5.306913792992908,0.023717568731854044,-2.2978111205252247,0.0022923859140600022,0.6810869309071159,0.02549437293989465,-5.287900794517515,0.010538313597554527
5,8087188,1.0,275.9,-2.9857748338434877,0.0006360615734850583,-5.282724674957197,0.002250493403479048,-2.2969498411137086,0.0016144318299939897,1.2362655202503268,0.03864244997169941,-5.284029800517311,0.0090727169617284
6,8133379,1.0,275.9,-4.3341198150481155,0.009425307970695407,-6.633690255007295,0.009115019517409007,-2.2995704399591803,0.00031028845328617827,1.262428798167043,0.026395843528092322,-6.649210605593478,0.008619328295369932
7,8194023,1.0,275.9,-3.3358000482367665,0.024662868095278512,-5.634246074853371,0.024464240353175182,-2.2984460266166042,0.00019862774210355205,1.065867025708496,0.04019265753979062,-5.633889760434084,0.00422926834117332
8,8206103,1.0,275.9,-3.347696145998869,0.06785969698154815,-5.649897016603621,0.06978858601637628,-2.3022008706047514,0.0019288890348279075,1.028144701734652,0.026202945053888427,-5.662437156827478,0.14063871187516463
9,8206155,1.0,275.9,-4.3064664228084695,0.020205482041669498,-6.604922551633255,0.01937164108116818,-2.2984561288247853,0.0008338409605010977,1.3220243479502645,0.028962770052680442,-6.595078826089269,0.006863230858449754
10,8206186,1.0,275.9,-3.4284208876359448,0.04454942502603698,-5.728967809017686,0.0418104128220822,-2.3005469213817404,0.0027390122039547826,1.2265136697781207,0.00631447685699571,-5.716034368671465,0.009347789162376774
11,8214411,1.0,275.9,-4.223690149873265,0.011413662177728323,-6.523090653963654,0.013299481921900558,-2.2994005040903893,0.0018858197441720126,1.043935984211014,0.041882354643672626,-6.514339533805736,0.0023236772365624603
12,8255418,1.0,275.9,-3.2490801678512184,0.002234071967645912,-5.545866816856977,0.003355779962031402,-2.2967866490057594,0.0011217079943857122,0.8111491251259483,0.02812778490437806,-5.531506188261787,0.010223965248352673
13,8265201,1.0,275.9,-2.1579181260200544,0.0013715547199939504,-4.4560874501419825,0.0012764420695323686,-2.298169324121928,9.511265046135975e-05,0.8350553531806328,0.04732542795610967,-4.471208764049578,0.005247072865626645
14,8265611,1.0,275.9,-3.6013481669579845,0.2514785208741115,-5.9014580763246265,0.2540191235598672,-2.3001099093666424,0.002540602685755733,0.9316460769915063,0.15737594355643042,-5.884758242431394,0.2585357277941429
15,8265828,1.0,275.9,-3.048068188703062,0.07748417635705529,-5.349267468196237,0.07577230965405946,-2.301199279493175,0.0017118667029962786,1.4357287911000105,0.030765362623955572,-5.3347831355810715,0.08175806752254866
16,8267423,1.0,275.9,-3.3436777996533262,0.014438604488745677,-5.641256926202731,0.015836568301471843,-2.2975791265494045,0.0013979638127257221,1.4425511173096177,0.04820915337991738,-5.622154457286263,0.011944910273538945
17,8268490,1.0,275.9,-3.56044918213769,0.02781820309340266,-5.860990972073262,0.028205037720690385,-2.300541789935572,0.0003868346272875023,1.7845447002842385,0.05893113771220848,-5.875505046908497,0.03145788426915219
18,8268600,1.0,275.9,-3.6950714449878097,0.02593148586671079,-5.9943498891527405,0.027944621444626616,-2.29927844416493,0.0020131355779160476,1.1228504557818424,0.036172971721863956,-5.991431761376731,0.03330972047071201
19,8268700,1.0,275.9,-4.181841637946725,0.022418046189113916,-6.482109576879168,0.02337195538965453,-2.3002679389324427,0.0009539092005403926,1.726276565061786,0.04887670372109931,-6.473809718818329,0.019913631419861133
20,8274307,1.0,275.9,-3.417065757971126,0.00856007963282801,-5.7135161995211305,0.008109379936083627,-2.2964504415500047,0.0004506996967446053,1.5926069342520017,0.06083413841674701,-5.707032856917784,0.004107012816324307
21,8283850,1.0,275.9,-3.793170614017471,0.00836046941348112,-6.08811919701752,0.009087838177097574,-2.294948583000049,0.0007273687636166759,1.4226471895890267,0.020483857322245336,-6.0922912474054325,0.0008230970053739739
