,zeolite,pressure,temperature,loading (n),loading std (n),loading (v),loading std (v),density (g/mL)
9014,NPO-0,148.4,229.92,20.66526623721562,0.4515424609918437,1.1147250890122218,0.024357088084133487,1.8667849394186946
9015,NPO-0,148.4,275.9,11.669061329484997,0.2690311726695569,0.6294521096357224,0.0145120703725103,1.8667849394186946
9016,NPO-0,403.4,77.0,134.84073806677026,0.7493019029823529,7.273574509931238,0.040418817783959594,1.8667849394186946
9017,NPO-0,403.4,92.4,126.3368649338113,0.4684615498983078,6.814858874416466,0.025269737002892593,1.8667849394186946
9018,NPO-0,403.4,110.88,115.9039113903657,0.06825949777430651,6.252084848963372,0.003682051508988718,1.8667849394186946
9019,NPO-0,403.4,133.06,102.0226053166569,0.7713271980474801,5.503299908522853,0.04160690550178338,1.8667849394186946
9020,NPO-0,403.4,159.67,86.33150878458494,1.3584170767321098,4.65689131268712,0.07327568778421654,1.8667849394186946
9021,NPO-0,403.4,191.6,64.18944672412198,0.1900477579000821,3.4625049535695247,0.010251549697444712,1.8667849394186946
9022,NPO-0,403.4,229.92,47.16616955312209,0.8356380646958605,2.5442359149859026,0.04507596008478052,1.8667849394186946
9023,NPO-0,403.4,275.9,30.95462423745299,0.8397732963896569,1.6697532885539967,0.04529902261226212,1.8667849394186946
9024,NPT-0,1.0,77.0,49.48296885502118,1.53091074364103,3.8386192704984547,0.11875971911004819,1.3423223230650831
9025,NPT-0,1.0,92.4,22.457314308409487,1.8556588505719294,1.7421161555700364,0.14395190887083592,1.3423223230650831
9026,NPT-0,1.0,110.88,8.173134410746773,1.2329031742192402,0.6340272618117786,0.09564191463698837,1.3423223230650831
9027,NPT-0,1.0,133.06,3.698983240436812,0.34054823833332026,0.2869469774457713,0.026417877917362168,1.3423223230650831
9028,NPT-0,1.0,159.67,1.737242428960802,0.2633460371043215,0.13476580770395297,0.020428951540878943,1.3423223230650831
9029,NPT-0,1.0,191.6,0.9719250664180622,0.011948961280666692,0.07539665415718654,0.0009269353495905442,1.3423223230650831
9030,NPT-0,1.0,229.92,0.5411303930591348,0.0039896689083323,0.04197794923613237,0.00030949678866891314,1.3423223230650831
9031,NPT-0,1.0,275.9,0.3385348064610523,0.003133415222097591,0.026261686836601267,0.00024307329031242016,1.3423223230650831
