,zeolite,pressure,temperature,loading (n),loading std (n),loading (v),loading std (v),density (g/mL)
55,LTA-K,148.4,275.9,296.73506,1.1272199999999941,4.160239266419572,0.01580367653857096,1.2819683387369765
56,LTA-K,403.4,77.0,1128.5359011373648,51.9326611373649,15.82212553338275,0.7280983112454835,1.2819683387369765
57,LTA-K,403.4,92.4,1125.914232870231,5.5410985418727705,15.78536962301457,0.07768645785570245,1.2819683387369765
58,LTA-K,403.4,110.88,1047.9377800000002,2.0731799999999794,14.692136147041596,0.029066079493119703,1.2819683387369765
59,LTA-K,403.4,133.06,933.33034,2.6678600000000188,13.085334537175116,0.03740352059952134,1.2819683387369765
60,LTA-K,403.4,159.67,809.5901,0.7510200000000395,11.350490648879,0.010529335137771021,1.2819683387369765
61,LTA-K,403.4,191.6,690.9231,0.4497000000000071,9.686773820041141,0.006304814800478621,1.2819683387369765
62,LTA-K,403.4,229.92,581.43406,0.6292799999999943,8.151732414921762,0.008822534706793613,1.2819683387369765
63,LTA-K,403.4,275.9,477.62539000000004,0.7247099999999875,6.696330059942909,0.010160467720824351,1.2819683387369765
64,LTA-Ca,1.0,77.0,848.3116,3.1104500000000144,11.893367869907971,0.04360865287113299,1.2819683387369765
65,LTA-Ca,1.0,92.4,626.4487750000001,0.7219249999999989,8.782840801337867,0.010121421892006781,1.2819683387369765
66,LTA-Ca,1.0,110.88,399.6567,2.535500000000013,5.603205419769633,0.035547827277325715,1.2819683387369765
67,LTA-Ca,1.0,133.06,199.10320000000002,3.220399999999998,2.7914360733436405,0.04515015695677344,1.2819683387369765
68,LTA-Ca,1.0,159.67,74.911775,2.2516749999999988,1.0502665504783564,0.03156858764924943,1.2819683387369765
69,LTA-Ca,1.0,191.6,27.140925000000003,0.13252499999999934,0.3805170238796476,0.0018580066298274668,1.2819683387369765
70,LTA-Ca,1.0,229.92,9.8533,0.19174999999999986,0.1381437217557372,0.002688343869227831,1.2819683387369765
71,LTA-Ca,1.0,275.9,4.297675,0.17142500000000016,0.0602536022851824,0.0024033864291128117,1.2819683387369765
72,LTA-Ca,2.71,77.0,928.117175,2.344325000000026,13.012245722744748,0.03286754493469418,1.2819683387369765
73,LTA-Ca,2.71,92.4,736.1873,1.6693499999999517,10.321379997696956,0.023404364214317356,1.2819683387369765
74,LTA-Ca,2.71,110.88,525.0572,0.1922999999999888,7.361326230059619,0.002696054894667443,1.2819683387369765
75,LTA-Ca,2.71,133.06,315.7134,0.1740000000000066,4.426316471046021,0.0024394880482172653,1.2819683387369765
76,LTA-Ca,2.71,159.67,154.4033,1.987099999999998,2.1647414077890264,0.02785923391156517,1.2819683387369765
77,LTA-Ca,2.71,191.6,62.0937,0.9354000000000013,0.8705565460895556,0.013114351266105441,1.2819683387369765
78,LTA-Ca,2.71,229.92,25.137725,0.4389250000000011,0.352432067223391,0.006153748802090376,1.2819683387369765
79,LTA-Ca,2.71,275.9,11.8656,0.6606499999999995,0.16635626083290625,0.009262343557785484,1.2819683387369765
80,LTA-Ca,7.39,77.0,1010.268825,1.766475000000014,14.164015655597165,0.024766061206749797,1.2819683387369765
81,LTA-Ca,7.39,92.4,837.508425,2.87357499999996,11.7419068567166,0.04028765441468715,1.2819683387369765
82,LTA-Ca,7.39,110.88,643.1483000000001,1.5274499999999875,9.01696891425973,0.02141491965085799,1.2819683387369765
83,LTA-Ca,7.39,133.06,448.539075,3.735024999999979,6.2885385782809555,0.05236522326030055,1.2819683387369765
84,LTA-Ca,7.39,159.67,270.22305,1.6168499999999995,3.788539659929836,0.022668311785976634,1.2819683387369765
85,LTA-Ca,7.39,191.6,134.90655,0.14990000000000236,1.8913960709839797,0.0021016049334928737,1.2819683387369765
86,LTA-Ca,7.39,229.92,63.360699999999994,0.8741499999999967,0.8883199446935277,0.012255623433040423,1.2819683387369765
87,LTA-Ca,7.39,275.9,30.73225,0.7218999999999998,0.4308675664932311,0.01012107139085044,1.2819683387369765
88,LTA-Ca,20.09,77.0,1064.843675,1.3981750000000375,14.929157576908919,0.01960247817135711,1.2819683387369765
89,LTA-Ca,20.09,92.4,926.917675,0.6207749999999805,12.99542867726293,0.008703294213402116,1.2819683387369765
90,LTA-Ca,20.09,110.88,758.996175,0.8263249999999971,10.641161480201436,0.011585114720937059,1.2819683387369765
91,LTA-Ca,20.09,133.06,578.649775,4.04242499999998,8.112696610437105,0.056674985478817566,1.2819683387369765
92,LTA-Ca,20.09,159.67,405.54685,0.5378499999999917,5.685785595213348,0.007540681877779232,1.2819683387369765
93,LTA-Ca,20.09,191.6,251.091025,2.49067500000001,3.520307784494824,0.03491937870398466,1.2819683387369765
94,LTA-Ca,20.09,229.92,139.705275,0.7326750000000004,1.9586744174447897,0.01027213738923861,1.2819683387369765
95,LTA-Ca,20.09,275.9,76.308625,1.6667249999999996,1.0698504520884262,0.023367561592900956,1.2819683387369765
96,LTA-Ca,30.0,77.0,1068.8644,1.9542000000000144,14.985528327384019,0.027397974389804795,1.2819683387369765
97,LTA-Ca,30.0,92.4,959.673,0.5221000000000231,13.454659848831719,0.007319866149277255,1.2819683387369765
98,LTA-Ca,30.0,110.88,793.498425,0.48112500000002,11.124884621072706,0.006745394754014576,1.2819683387369765
99,LTA-Ca,30.0,133.06,625.378175,1.6382249999999772,8.767830939818205,0.022967990274658175,1.2819683387369765
100,LTA-Ca,30.0,159.67,460.2254,1.4449500000000057,6.452381395321653,0.020258265834893208,1.2819683387369765
101,LTA-Ca,30.0,191.6,309.23375,1.2586499999999887,4.335471478335501,0.017646331217750097,1.2819683387369765
102,LTA-Ca,30.0,229.92,183.02777500000002,2.642825000000002,2.5660578712889763,0.037052528741549164,1.2819683387369765
103,LTA-Ca,30.0,275.9,106.74025,1.0152500000000018,1.496503242176512,0.014233851959497064,1.2819683387369765
104,LTA-Ca,54.6,77.0,1106.157775,2.7026749999999993,15.508383169856325,0.03789162850985831,1.2819683387369765
105,LTA-Ca,54.6,92.4,1006.077025,0.8546249999999986,14.105246425709138,0.011981882029928724,1.2819683387369765
106,LTA-Ca,54.6,110.88,859.37555,0.8438499999999749,12.048484960661261,0.01183081603154023,1.2819683387369765
107,LTA-Ca,54.6,133.06,699.307625,3.5341750000000047,9.804325248359982,0.04954929697016057,1.2819683387369765
108,LTA-Ca,54.6,159.67,541.4365,2.2209000000000287,7.590964773669755,0.03113712072577925,1.2819683387369765
109,LTA-Ca,54.6,191.6,390.65125,2.7449000000000012,5.476948594230453,0.038483624962938626,1.2819683387369765
110,LTA-Ca,54.6,229.92,264.0374,0.3281000000000063,3.7018165608180285,0.004599977175977412,1.2819683387369765
111,LTA-Ca,54.6,275.9,166.0,0.7190999999999974,2.3273276781841994,0.010081815261338866,1.2819683387369765
112,LTA-Ca,148.4,77.0,1145.965725,6.239724999999908,16.06649247013809,0.08748123311299813,1.2819683387369765
113,LTA-Ca,148.4,92.4,1081.9953,2.3034999999999854,15.169624152742267,0.03229517654636909,1.2819683387369765
114,LTA-Ca,148.4,110.88,963.6466,0.5261499999999728,13.510369904627096,0.0073766473366057425,1.2819683387369765
115,LTA-Ca,148.4,133.06,829.32735,1.6858500000000163,11.627207806808162,0.02363569497751127,1.2819683387369765
116,LTA-Ca,148.4,159.67,684.6404500000001,2.2235000000000014,9.598690776442686,0.031173572846039582,1.2819683387369765
117,LTA-Ca,148.4,191.6,548.392975,0.098275000000001,7.688494874935396,0.0013778200456238225,1.2819683387369765
118,LTA-Ca,148.4,229.92,419.18960000000004,2.2220000000000084,5.877057581246768,0.0311525427766585,1.2819683387369765
119,LTA-Ca,148.4,275.9,309.16545,0.372950000000003,4.334513909176345,0.0052287762504747235,1.2819683387369765
120,LTA-Ca,403.4,77.0,1173.65215,29.167949999999905,16.45465742924936,0.4089360081379072,1.2819683387369765
121,LTA-Ca,403.4,92.4,1155.372875,1.282024999999976,16.19838114825755,0.017974049798940014,1.2819683387369765
122,LTA-Ca,403.4,110.88,1083.696075,0.07757500000002437,15.193469096910121,0.0010876050881638312,1.2819683387369765
123,LTA-Ca,403.4,133.06,978.1238000000001,1.200300000000027,13.713340918257268,0.016828261518822635,1.2819683387369765
124,LTA-Ca,403.4,159.67,849.118875,3.3756250000000136,11.904685902747769,0.0473264186365697,1.2819683387369765
125,LTA-Ca,403.4,191.6,724.107325,0.22677500000003192,10.152018189448322,0.003179395989278892,1.2819683387369765
126,LTA-Ca,403.4,229.92,601.642625,0.17672499999997626,8.435057430951186,0.0024776926742593216,1.2819683387369765
127,LTA-Ca,403.4,275.9,492.6009,3.029849999999982,6.90628740282197,0.04247863714305033,1.2819683387369765
