9.729332492927474929e-01,-7.701619791000419823e+00,-3.478026007173342649e-01,9.959130547940731049e-04
1.124023806103304102e+00,-7.639005867424819129e+00,-2.763010795707774303e-01,1.123476657085120678e-03
8.535328978151328627e-01,-7.960295831298466851e+00,-4.844420689470670394e-01,1.060240319930016994e-03
1.050957251698995121e+00,-7.659273020501497165e+00,-3.069103835187051987e-01,9.933003457263112068e-04
9.782694381234235959e-01,-7.697902056391628278e+00,-3.506086917429294125e-01,1.033945707604289055e-03
1.005684354089247945e+00,-7.648069095101606152e+00,-3.270742491767718030e-01,1.125282607972621918e-03
1.213128362645805369e+00,-7.660689254288114647e+00,-2.516025174467002579e-01,1.139896921813488007e-03
8.012589098613842609e-01,-8.161944583025555033e+00,-5.613074723582270886e-01,1.630001701414585114e-03
9.684096917618539857e-01,-7.695628526179675966e+00,-3.507126135032127556e-01,9.721820242702960968e-04
9.452094947380054180e-01,-7.750786365627917895e+00,-3.729676141572146331e-01,9.760583052411675453e-04
1.005076173950293583e+00,-7.665806284125949333e+00,-3.298920100537980349e-01,1.066395314410328865e-03
9.804266097693347115e-01,-7.681963207247378023e+00,-3.439141114832156010e-01,1.025640638545155525e-03
1.145193312956031884e+00,-7.637758345144675332e+00,-2.689022720782078268e-01,1.192781608551740646e-03
1.120077947871061852e+00,-7.633616539986274319e+00,-2.770776372410771460e-01,1.034918357618153095e-03
1.112283311555857912e+00,-7.643269284466695623e+00,-2.811267046282646676e-01,1.025882782414555550e-03
8.661592461656678621e-01,-7.940526025882006955e+00,-4.610064134679966452e-01,8.475766517221927643e-04
1.238972684832909010e+00,-7.665251839962589742e+00,-2.455688610527540783e-01,1.203110674396157265e-03
8.286742985581093679e-01,-8.087783562210207222e+00,-5.308667562116448080e-01,1.579694217070937157e-03
1.191207575772868399e+00,-7.647393284873576391e+00,-2.566397332427628464e-01,1.145807094871997833e-03
1.069280744511262649e+00,-7.624092203391339417e+00,-2.938067897030107178e-01,1.250099856406450272e-03
8.652712918422446053e-01,-7.896936581375309849e+00,-4.571120954425746952e-01,1.418525003828108311e-03
8.025535989689325245e-01,-8.313498951092483935e+00,-6.060817915295197977e-01,1.751577132381498814e-03
1.099614857816998859e+00,-7.647883184954380020e+00,-2.855134697101600061e-01,1.041733310557901859e-03
8.593013434335464718e-01,-7.941044869093197178e+00,-4.707011114468117596e-01,1.278274226933717728e-03
1.077891358234558394e+00,-7.643403467632829518e+00,-2.926518370783295353e-01,9.545582579448819160e-04
8.036668192343661143e-01,-8.244436891524694389e+00,-5.987210978911576831e-01,1.816248404793441296e-03
1.153299891161551072e+00,-7.643719507977017713e+00,-2.677003855166896207e-01,1.048264093697071075e-03
1.019771607261784396e+00,-7.637823747175452205e+00,-3.168318233188925359e-01,1.303912373259663582e-03
1.098515901815643181e+00,-7.654491874206487800e+00,-2.859019892363921511e-01,1.047347206622362137e-03
8.572685521719125568e-01,-7.971507327370212614e+00,-4.839722289003305922e-01,1.278764102607965469e-03
1.003275669475846454e+00,-7.652900891944843131e+00,-3.277161438362765078e-01,1.175782526843249798e-03
1.086670360701456062e+00,-7.643410217691164910e+00,-2.902835268786816414e-01,1.072704559192061424e-03
7.092713477636841679e-01,-9.012251927368952309e+00,-8.693344001107122798e-01,4.893354605883359909e-03
8.526324229444502967e-01,-7.891915974033055114e+00,-4.643449041774334596e-01,1.655024476349353790e-03
1.132160497102447483e+00,-7.633640519050407747e+00,-2.728494436411966206e-01,1.155438367277383804e-03
1.138539402729279226e+00,-7.643131051201364379e+00,-2.722148665729003936e-01,1.047414261847734451e-03
9.689240603669867502e-01,-7.683750089206673017e+00,-3.487045323412454323e-01,9.683959651738405228e-04
9.689371422527651712e-01,-7.679125282184438461e+00,-3.510528606547159702e-01,1.027046935632824898e-03
1.117668357208648322e+00,-7.640701322685059083e+00,-2.786167938447559056e-01,9.834720985963940620e-04
9.970490591934193514e-01,-7.675007448797552811e+00,-3.354967065054103026e-01,9.307017317041754723e-04
9.249487003758225523e-01,-7.768425322292716650e+00,-3.885439753237148741e-01,1.034508226439356804e-03
