,Zeolite,Optimal temperature (K),Optimal temperature error (K),Tank capacity (mol),Tank capacity error (mol),Excess capacity (mol),Excess capacity error (mol)
0,7938,54.73750000000014,8.091807199260364,19.821363752548603,2.6579480944962315,7.468170641113342,2.4700892962766052
1,8172,45.650000000000006,1.0295630140987146,22.56416223437337,4.006512667968976,8.062634547196389,4.015877371366111
2,5483,81.11250000000051,2.2469075971210164,17.624951107475002,0.20563498882062395,9.461213515344634,0.15076663267866558
3,2582,48.262500000000045,4.354290269378069,21.21045430298819,3.425236085460277,7.395553424367598,3.530206210829056
4,13273,58.22500000000018,8.659640581456143,19.33291170282932,2.5107009665816564,7.699404823083339,1.7098507493377313
5,2226,52.92500000000012,7.116134835709723,20.577277185291052,3.020281393102174,7.853739819874374,2.658628528030598
6,9707,45.0,0.0,23.6814213534888,4.739750196411001,8.977660094033531,4.739750196411001
7,3,88.37500000000063,2.5425135201214126,15.726936735219752,0.22668788742101104,8.233632355971816,0.32221459102495337
8,8999,57.96250000000018,8.702002283957535,19.776259316694826,2.6048783253135137,8.085631036929081,1.8056051258978842
9,5850,61.96250000000023,8.170057756833907,19.081326209318018,2.2529567220462257,8.182333170626018,0.6596240769826511
10,5508,53.162500000000115,7.300674198319053,20.64938238904289,2.9796428032908118,7.972798717320353,2.652252738821216
11,6311,54.61250000000014,8.015677996900939,20.1603098330181,2.7342194294298334,7.782910730833214,2.524156491156938
12,8518,45.2,0.4272001872658826,23.029386549161888,4.199942219900173,8.38940335103899,4.19658406515972
13,2011,45.91250000000001,1.3080878219752863,22.522798591520676,3.9692724346729893,8.099914849180642,3.9768903095388
14,11230,46.03750000000001,1.4865543212409236,22.551407472056603,3.966877618818217,8.164514720778605,3.9780705145580955
15,4043,76.47500000000043,3.5251773005056575,16.965112487131698,0.23783330156440308,8.293975743644634,0.27624533131177187
16,9709,45.0,0.0,23.693962238746522,4.9365308770658745,8.990200979291252,4.9365308770658745
17,4696,85.03750000000056,2.3483704456495285,16.469390489365374,0.21828971572016875,8.682528379539649,0.262855940328291
18,11202,45.0,0.0,23.54193368230426,4.596936492957462,8.838172422848992,4.596936492957462
19,820,47.00000000000003,2.7308423608843135,21.087979163854705,3.52614783717882,6.9642881509378025,3.5564990166483765
20,3833,75.47500000000043,3.9635053929571544,16.89514627748373,0.2822747007177388,8.103507965433932,0.26093252797677813
21,6867,94.9500000000007,2.0074859899885027,14.375400624227245,0.26492477343084514,7.403695295088153,0.3339510744237436
22,6267,46.43750000000002,1.986792326842469,22.277380737590583,3.8632277127255,8.0035671158716,3.879099351929916
23,3984,77.23750000000045,3.4434493970436604,17.040029939576954,0.23465229340758964,8.456101916765247,0.24643153665761464
24,4825,47.25000000000003,3.0708305065568613,21.848432366271595,3.683988666395195,7.7882966159918485,3.7236373402484246
25,4169,95.06250000000071,2.191425050053079,14.52911587164437,0.25884041680357395,7.5650705365490705,0.34741579733124583
26,4605,45.175000000000004,0.3929058411375483,23.099675397919626,4.228009615166086,8.451786234389052,4.2230224789346185
27,11851,51.30000000000009,6.168468205316541,20.764929588647348,3.233909292106903,7.68767348073534,2.801671665187555
28,574,46.250000000000014,1.7406895185529456,22.449200743383837,3.923505502148347,8.123222180172238,3.9419381887811076
29,5897,80.90000000000052,2.1754309917807366,17.19984053047326,0.21303037221574572,9.01509201444922,0.1969337645853998
30,8117,52.73750000000011,7.016220047147994,20.525294083726724,3.0197159276399543,7.761537335327525,2.659231292055885
31,1289,47.06250000000003,2.8283995032527187,21.778253626367796,3.674466779075378,7.670234339902985,3.7035747286858074
32,3388,128.37500000000117,3.7352208770031834,8.946896467731037,0.24117273482604443,3.788286249591425,0.2768618370460143
33,8879,75.85000000000045,4.018706259482082,16.95271671233181,0.28978342065539214,8.204264481401358,0.27288773578009295
34,1190,45.425000000000004,0.8377798040058139,22.620431236212326,4.037773800527636,8.049443878738723,4.0456462095083685
35,10065,45.48750000000001,0.8535770322589642,22.802341876537163,4.078107689004276,8.251206145215733,4.083772755307286
36,5544,57.86250000000018,8.698985213805237,20.114172841687598,2.6573152114836476,8.4026939140104,1.8588658644093647
37,4919,58.46250000000018,8.517766359204861,20.16626790168705,2.6305600705959513,8.590989890589462,1.7031038956451188
38,4558,45.96250000000001,1.3783481962117023,22.590176645668485,3.9800042996831717,8.181776335244392,3.9904789323237697
39,1791,53.88750000000013,7.712560777718494,20.212254397789515,2.8093303107964585,7.684162575788256,2.564274060497754
40,2394,63.36250000000026,8.450138682294039,18.559595172702956,2.0748773243680945,7.889509508550901,0.4661022466764997
41,12742,63.17500000000027,8.283530346416434,18.71219051552314,2.1925640621339717,8.017939960587398,0.5598986984118552
42,13481,63.62500000000026,8.372387652277098,19.270243227169143,2.229326940467115,8.647592218492896,0.5796591587387568
43,1140,46.11250000000002,1.560799074192469,22.338928559708958,3.9006588998176066,7.973972462621488,3.9131159723642766
44,11247,45.0,0.0,23.31765289694631,4.41023210120759,8.61389163749104,4.41023210120759
45,4811,66.1625000000003,9.23809199726883,19.08410551944148,1.9276993301887289,8.831721017296447,0.2934992673781011
46,3226,67.2250000000003,9.505886334266918,19.146304670072816,1.9382648823706732,9.044205628010776,0.27109735043958255
47,4272,47.07500000000003,2.837582597916795,21.907168800601198,3.711192539031897,7.802591194609196,3.748630817777457
48,6182,45.875000000000014,1.2774486291041398,22.577011704327248,3.987944140545072,8.142871407862813,3.998433435423003
49,2309,58.300000000000196,8.60813568666306,20.054174220873364,2.6067960173583735,8.43967879874371,1.749592721211706
50,3396,61.42500000000024,8.058652182592436,19.18580721452237,2.3303530752020882,8.196230498258258,0.743805190309886
51,6324,47.47500000000004,3.373703454662298,21.750724156284825,3.629628880517176,7.746436813973242,3.6793369666835374
52,5906,67.47500000000032,9.585242563441085,18.841099395613842,1.8839294579895272,8.773081991915305,0.25419473190540404
53,2935,106.22500000000088,2.6195180854501054,12.245246890881699,0.30144201991782543,6.01250524704546,0.36287633203595066
54,872,52.95000000000011,7.03882092399014,20.29876601982625,2.965755351645632,7.586745821464133,2.5920159720474314
55,12986,61.21250000000023,7.959654122510713,19.559177157599613,2.463024376236356,8.536019505039793,0.8689497388711453
56,12889,54.025000000000134,7.750443535695343,19.884773810300864,2.7372403225069752,7.387090711197772,2.498923905574921
57,13258,45.1,0.26457513110646275,23.017254646555504,4.22460762766633,8.345597669326121,4.215074169556265
58,3117,74.75000000000041,4.100914532150173,17.07639091702491,0.30060045193772217,8.196990560858357,0.27833870951355877
59,12939,54.312500000000135,7.711101980262074,19.208394232500623,2.6727324457147823,6.780262483860648,2.4032206258459943
60,9474,68.40000000000033,9.842255838983396,18.07291945537018,1.8016016035275435,8.129708595247374,0.27005162070186944
61,5530,79.18750000000048,2.65868270953873,17.51391016911577,0.21162417850238002,9.148631977896637,0.15668228367344325
62,9621,45.1625,0.36033838263499446,22.810444227429738,4.166309810992159,8.158671700183707,4.162278072350577
63,1214,58.32500000000019,8.551717663721252,19.80205905172924,2.61977878643632,8.196063758307371,1.7229744003153769
64,2425,78.82500000000047,2.748522330271343,16.762930787089864,0.20279627766863215,8.35844784191456,0.18415232220159575
65,7093,45.0,0.0,23.498286773389218,4.5831165259543845,8.794525513933948,4.5831165259543845
66,6108,62.012500000000244,8.211948231083896,19.474431462716055,2.27159392251711,8.582427619173478,0.6888340126642959
67,7599,63.72500000000027,8.597928529593746,19.851732964870656,2.126192543785374,9.236421910610039,0.5467235961326272
68,10923,54.200000000000124,7.859389289251536,20.30973020331512,2.7871891338773227,7.846347234622813,2.5543472111846954
69,3261,75.13750000000044,4.013084069640262,17.61012745194679,0.2902812732330219,8.778050152661672,0.26926703126551316
70,8988,101.27500000000079,3.5283671861075265,11.584271349976722,0.23897953074926653,5.042924231167686,0.40226005420805333
71,12852,57.787500000000186,8.662049050311484,19.935965441394785,2.694136194781085,8.209954559451159,1.8816851808795623
72,9654,52.812500000000114,7.12380472430298,20.264589604690862,2.941591553851377,7.513168447240746,2.6146043454244805
73,6256,53.100000000000115,7.294004387166319,20.37332829400602,2.9274467831639157,7.681713676727744,2.6194954511492976
74,646,45.0,0.0,23.703851750939723,4.734413010592603,9.000090491484457,4.734413010592603
75,4972,54.525000000000134,7.9821284755384525,20.404250100108445,2.7724629012380806,8.008505910738572,2.5623543789269325
76,8060,58.675000000000196,8.49142950273993,19.196043260282707,2.4584147526645457,7.6656410076667925,1.5522799776010117
77,9367,94.38750000000071,2.9135191349981286,13.562062870524002,0.279943517191494,6.54523608421229,0.36781717540486264
78,4733,93.96250000000069,2.416576866147681,15.5128040053104,0.2640230114978148,8.466345432414528,0.35019504618554126
79,9619,46.26250000000002,1.7549483610636776,22.124058858739534,3.8419506220893425,7.801632981330036,3.85597442025168
80,11078,66.78750000000032,9.380490059160156,17.8438094700215,1.7694717518052463,7.681034090602921,0.2806997227953534
81,1070,65.8875000000003,8.882628763491258,17.564232404109916,1.9190589726013692,7.284075887527879,0.24926795572826296
82,5598,51.9125000000001,6.6010297492134695,20.94066899305225,3.1909745729501866,7.994739574261901,2.804399310519911
83,8950,51.50000000000009,6.541024384605305,21.01511585169746,3.2244194388106084,7.966959686623708,2.8716398241896606
84,4979,97.81250000000075,2.7606328531697586,14.268922774275802,0.2888872715484296,7.498861719620016,0.4137644794590616
85,12830,45.0125,0.03307189138830785,23.207077952586143,4.32875206904135,8.507392014987708,4.327568212966726
86,11265,51.350000000000094,6.448061724270417,20.953141954744478,3.22821236785467,7.871738757930762,2.8688292820234156
87,5777,82.11250000000054,2.322411193135305,15.345882613481287,0.21701471257338706,7.281369012849717,0.24376424546435183
88,4689,47.17500000000003,2.9844388082184317,21.81972788208547,3.681583613882732,7.740235530201733,3.721319645154893
89,11436,68.43750000000033,9.85100724545479,19.1631968632923,1.834066189102324,9.224751825812636,0.2872044364653317
90,6205,64.36250000000027,8.7455613742059,19.397285765159683,2.0892502118715055,8.880022467997374,0.4372564872047523
91,13355,45.1625,0.36033838263499446,23.012497430297238,4.200022636413234,8.360724903051214,4.19507219384355
92,959,63.65000000000026,8.435490501446969,19.026497602482724,2.1697797858406602,8.405348915411157,0.5169520109529172
93,7070,51.187500000000085,6.408478271009519,20.973418502693264,3.2512686078487754,7.851913366306425,2.8922364373876457
94,9780,51.025000000000084,6.1945036120742625,20.94321461787223,3.2781235565942044,7.791548616830527,2.8907267995000843
95,6350,66.02500000000029,9.178473456953633,18.467448548684043,1.878987409581974,8.196438651817818,0.2777164931084296
96,4716,126.71250000000119,3.7334426137280285,9.761484342309783,0.27645453969245076,4.535102831744269,0.3374816515430232
97,224,62.11250000000024,8.23353470570216,19.174365860748548,2.223626366869892,8.299146005995476,0.6549455309253387
98,10064,52.725000000000115,7.16898702746779,20.421160259839862,2.9663089792768353,7.6450047125886655,2.6571281357962513
99,8394,50.63750000000008,5.853404458091118,21.014251916138814,3.362994275117399,7.7793759889935785,2.9451068939667007
100,2063,45.325,0.662853679178152,22.888683818565454,4.12206130727325,8.287317873032062,4.123424002690289
101,7766,46.250000000000014,1.7399712641305562,22.51973694009829,3.93086797436154,8.193757692566379,3.941734698120352
102,969,58.87500000000019,8.35235745164214,19.777963925121647,2.5946977408827108,8.295644226753398,1.5628647369508568
103,11267,51.17500000000009,6.214046588174336,20.93962514125983,3.2780756584594437,7.82612139515824,2.874774148189195
104,324,121.35000000000109,4.744470465710651,7.6670964986461625,0.19427555162112128,2.205962045383204,0.3717421173280665
105,1907,45.0,0.0,23.784882695656655,4.8315231917493655,9.081121436201386,4.8315231917493655
106,11375,48.36250000000005,4.35974124805596,21.369980852791556,3.457348113446712,7.583817408362294,3.5493599519415304
107,7903,67.81250000000033,9.598364118431986,18.680507891869716,1.9459688134582633,8.661587083752556,0.2334548517192282
108,12721,46.60000000000002,2.2085062825358093,22.10267665799215,3.801995126352617,7.87303262076683,3.824247540301691
109,595,45.0,0.0,23.416320572954056,4.43818211948369,8.712559313498787,4.43818211948369
110,10935,88.9125000000006,3.5378091737684696,15.151786339034448,0.2783275309826474,7.697878984594125,0.438871689995707
111,3219,64.30000000000027,8.7208084487622,19.131868559734603,2.0338862513247027,8.605359463295656,0.41197805378251356
112,2312,51.13750000000009,6.421630926018808,21.05592591060857,3.2689554632224547,7.920720194023132,2.917544141619425
113,12880,79.41250000000049,2.858949763462142,16.801535935313225,0.24882645212703483,8.45864315784804,0.22944057126786718
114,738,45.0,0.0,23.793583193128942,4.866053174300552,9.08982193367367,4.866053174300551
115,12961,45.812500000000014,1.1983712905439785,22.408383835435295,3.9629881424223483,7.9558218652795905,3.972222051199695
116,718,45.0125,0.03307189138830785,23.34168280553672,4.380609637911068,8.64199686793828,4.3794516166491
117,783,45.0,0.0,23.799155918651458,4.923615015038021,9.095394659196192,4.923615015038021
118,6407,66.3500000000003,9.258644609228849,19.217764534495046,2.0179171807932206,8.993214252580412,0.3173752967523489
119,6498,53.862500000000125,7.816478986730644,20.480196381809417,2.852915834494151,7.9396973900348895,2.619991270762933
120,12616,46.362500000000026,1.8940284448761857,22.155008133238862,3.8326718665180213,7.8603554100645425,3.8544432227400285
121,8415,45.175000000000004,0.3929058411375483,23.051918722580886,4.211374632382071,8.404029559050306,4.206228350380491
122,11269,47.26250000000003,3.0906866146538166,21.805465704133805,3.6662895293150894,7.748371138177034,3.7058842367521447
123,1074,50.68750000000008,5.85927416579912,20.797628341899607,3.30428910616375,7.576508557152733,2.877458092741806
124,11110,72.7375000000004,4.607856741479774,17.59734329976958,0.3997631979199294,8.461798379009783,0.2653671513085077
125,9737,47.36250000000004,3.2225523657499022,21.7172132909063,3.637551696959863,7.685161507581858,3.6863730392438914
126,12905,50.73750000000008,6.0110185285025555,20.794109362741032,3.285058333778153,7.577619382892042,2.915833907335926
127,12735,75.01250000000044,4.071681931339977,16.69147910460203,0.29368162747776044,7.843820305630286,0.26032590775337233
128,9343,89.91250000000065,3.8673109197477795,12.303039525082395,0.2063606535657557,4.930104992788768,0.41714709587938664
129,4321,45.97500000000001,1.4006694827831638,22.491303288595194,3.9543583771183597,8.086434959930122,3.9686188433791005
130,12863,51.43750000000009,6.411110960668297,20.91775674671029,3.2187349763693014,7.861405459461405,2.8328538223729467
131,57,73.5250000000004,4.351364728450207,16.860310139387764,0.3313713555136879,7.82767014625688,0.30262486582141196
132,5419,50.16250000000007,5.792654292291312,21.452883841773,3.439810756024396,8.095579617056298,3.0393494852770546
133,12759,46.08750000000001,1.5422690264671945,22.22049302972805,3.8791082146420295,7.848126028424641,3.892758802893196
134,6127,47.48750000000004,3.3939053831832626,21.785391374560348,3.63624610493525,7.784054014667865,3.6847869429710185
135,11345,45.487500000000004,0.8623188215503713,22.732881659961564,4.060336426662369,8.181641589218463,4.070038493216023
136,7535,62.06250000000024,8.233458796277658,19.679267555267046,2.3050637090708217,8.794889860996612,0.7098806950236073
137,7104,45.0,0.0,23.674919980555416,4.839790423420061,8.971158721100144,4.839790423420061
138,3337,48.23750000000004,4.314492293422313,21.216947608480424,3.425678076578763,7.396606748876646,3.5266171693218524
139,5428,45.86250000000001,1.2297738613257492,22.485106881200544,3.9751529583071012,8.047780074816655,3.992972719931393
140,7697,60.72500000000022,7.9069194380619425,20.10587558471989,2.549985983711825,8.996286052230932,0.9919950153781532
141,6284,45.400000000000006,0.8000000000000114,22.861309409017817,4.099491965358007,8.28271421191157,4.103954712904442
142,13487,60.81250000000023,7.81335995267092,19.692102890765163,2.5376145687514864,8.603402874149072,0.9783892921969541
143,9426,73.1125000000004,4.552591981498079,16.24070007537545,0.3671779744602812,7.153473550110433,0.27315321718807883
144,6949,45.0,0.0,23.378658267336725,4.408798058945335,8.674897007881455,4.408798058945335
145,8737,63.01250000000026,8.376221925785037,19.680936355157943,2.2758147270749247,8.954509148415678,0.6302902383225648
146,13257,45.0,0.0,23.271622671943547,4.444000137936334,8.567861412488273,4.444000137936334
147,10,66.4000000000003,9.28951021313839,19.004819125254834,1.8940779291072718,8.786786749336722,0.30402061440778083
148,3824,62.37500000000024,8.241624536461359,18.68558501120927,2.19291171284167,7.855587735534874,0.5870912329973142
149,3221,78.45000000000049,3.0215889859476697,17.31232590179027,0.23666387422025806,8.86552968007106,0.22810296067824673
150,940,47.13750000000003,2.919733506674923,21.51370452478449,3.602544016978391,7.4251242571789735,3.6349590790036883
151,9770,62.43750000000024,8.221304260882327,18.948815325283324,2.224674857378468,8.13088426842849,0.6182119109810492
152,4327,46.66250000000002,2.2874316929692458,22.14648724528479,3.8012293292137835,7.933762769068981,3.822265673094222
153,5838,73.98750000000042,4.261583479177724,17.11873565942827,0.324533977704192,8.144685416541225,0.26566229831465926
154,2959,103.50000000000082,2.8844410203712307,12.301180602621137,0.28407753031877364,5.903282015278047,0.36962191758823143
155,5827,86.6750000000006,2.6190408549696556,14.217123025347643,0.20391456639183045,6.576153113488043,0.29016642625222944
156,4167,89.40000000000063,2.5154522456210886,15.797814546810445,0.22041289762057767,8.390670912773086,0.3156174057555716
157,6388,123.16250000000109,2.87616824090668,10.711830948086863,0.27586076756390815,5.336554938738219,0.33948323010619147
158,8,77.21250000000046,3.3820990154045374,17.388635990165024,0.2319386832754788,8.802501811174405,0.2469181859213536
159,7412,45.91250000000001,1.324233268725737,22.505815996228378,3.963816690863213,8.082676219764345,3.971280364491789
160,84,54.275000000000134,7.867774462959761,19.71908564250287,2.692232255254742,7.272443106067469,2.467379071346228
161,10290,47.45000000000003,3.333916615633978,20.491445012898367,3.347493799006809,6.481224119610976,3.400191226855685
162,1019,46.550000000000026,2.1470910553584193,22.19623637996926,3.8284223757567473,7.952931879309496,3.8489742057316483
163,6239,45.45,0.8276472678623541,22.796589009384693,4.0753398692257425,8.233734263227163,4.082639048089422
164,8500,45.47500000000001,0.7996092795859852,22.811343236186133,4.097484754082881,8.256793199510653,4.110046439578246
165,7386,45.0,0.0,23.63052717396581,4.710873232571658,8.926765914510542,4.710873232571658
